Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,79490,53235,0.2301257943198029
STATEN ISLAND,Staten Island,F,Female,93569,64739,0.264442656231491
QUEENS,Queens,M,Male,382394,243755,0.220759749156036
QUEENS,Queens,F,Female,446683,292129,0.2509341260680014
MANHATTAN,Manhattan,M,Male,347768,221468,0.2900277268022751
MANHATTAN,Manhattan,F,Female,411720,274624,0.3239214717732594
BROOKLYN,Brooklyn,M,Male,351534,212973,0.1756921746849102
BROOKLYN,Brooklyn,F,Female,432836,274949,0.2040121420870529
THE BRONX,Bronx,M,Male,179755,120680,0.1808905673849814
THE BRONX,Bronx,F,Female,227568,156335,0.2073747038709093
%all%,%all%,M,Male,1340941,852111,0.2141821067805763
%all%,%all%,F,Female,1612376,1062776,0.2438468232706816
