Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,90720,68323,0.3921670341071197
STATEN ISLAND,Staten Island,F,Female,104852,81178,0.42829424907991
QUEENS,Queens,M,Male,486770,329408,0.4408493081031513
QUEENS,Queens,F,Female,555790,388318,0.4774146966830904
MANHATTAN,Manhattan,M,Male,408909,298592,0.5354947339524966
MANHATTAN,Manhattan,F,Female,474311,357135,0.5594540797535774
BROOKLYN,Brooklyn,M,Male,435131,291529,0.3589615193607624
BROOKLYN,Brooklyn,F,Female,522253,364176,0.3875116957740878
THE BRONX,Bronx,M,Male,216446,157024,0.3244368557193377
THE BRONX,Bronx,F,Female,268919,201357,0.3567147343221994
%all%,%all%,M,Male,1637976,1144876,0.4117129699487757
%all%,%all%,F,Female,1926125,1392164,0.4419364593030342
