Date-value,Date-alias,SUM(Total Doses Administered (daily))-value,SUM(Total Doses Administered (daily))-alias
2021-05-03,5/3,28193,28193
2021-05-02,5/2,22130,22130
2021-05-01,5/1,37611,37611
2021-04-30,4/30,55631,55631
2021-04-29,4/29,61390,61390
2021-04-28,4/28,65548,65548
2021-04-27,4/27,57215,57215
2021-04-26,4/26,48773,48773
2021-04-25,4/25,38350,38350
2021-04-24,4/24,61444,61444
2021-04-23,4/23,70007,70007
2021-04-22,4/22,73195,73195
2021-04-21,4/21,70313,70313
2021-04-20,4/20,66145,66145
2021-04-19,4/19,60973,60973
2021-04-18,4/18,39415,39415
2021-04-17,4/17,69060,69060
2021-04-16,4/16,85337,85337
2021-04-15,4/15,88243,88243
2021-04-14,4/14,82639,82639
2021-04-13,4/13,76799,76799
2021-04-12,4/12,79018,79018
2021-04-11,4/11,62947,62947
2021-04-10,4/10,93420,93420
2021-04-09,4/9,113368,113368
2021-04-08,4/8,115641,115641
2021-04-07,4/7,104189,104189
2021-04-06,4/6,96970,96970
2021-04-05,4/5,83918,83918
2021-04-04,4/4,52121,52121
2021-04-03,4/3,85965,85965
2021-04-02,4/2,106952,106952
2021-04-01,4/1,113567,113567
2021-03-31,3/31,99347,99347
2021-03-30,3/30,84207,84207
2021-03-29,3/29,74566,74566
2021-03-28,3/28,60407,60407
2021-03-27,3/27,81843,81843
2021-03-26,3/26,95345,95345
2021-03-25,3/25,96398,96398
2021-03-24,3/24,81724,81724
2021-03-23,3/23,73403,73403
2021-03-22,3/22,62817,62817
2021-03-21,3/21,48349,48349
2021-03-20,3/20,67397,67397
2021-03-19,3/19,81132,81132
2021-03-18,3/18,80795,80795
2021-03-17,3/17,69839,69839
2021-03-16,3/16,62031,62031
2021-03-15,3/15,53907,53907
2021-03-14,3/14,50099,50099
2021-03-13,3/13,71324,71324
2021-03-12,3/12,84452,84452
2021-03-11,3/11,84389,84389
2021-03-10,3/10,70293,70293
2021-03-09,3/9,58217,58217
2021-03-08,3/8,61868,61868
2021-03-07,3/7,56531,56531
2021-03-06,3/6,70456,70456
2021-03-05,3/5,86610,86610
2021-03-04,3/4,82180,82180
2021-03-03,3/3,63391,63391
2021-03-02,3/2,58325,58325
2021-03-01,3/1,50737,50737
2021-02-28,2/28,57915,57915
2021-02-27,2/27,73223,73223
2021-02-26,2/26,93192,93192
2021-02-25,2/25,83538,83538
2021-02-24,2/24,55589,55589
2021-02-23,2/23,38622,38622
2021-02-22,2/22,24214,24214
2021-02-21,2/21,23599,23599
2021-02-20,2/20,36957,36957
2021-02-19,2/19,36508,36508
2021-02-18,2/18,36140,36140
2021-02-17,2/17,37547,37547
2021-02-16,2/16,40154,40154
2021-02-15,2/15,22681,22681
2021-02-14,2/14,39558,39558
2021-02-13,2/13,52416,52416
2021-02-12,2/12,67895,67895
2021-02-11,2/11,60368,60368
2021-02-10,2/10,47873,47873
2021-02-09,2/9,44607,44607
2021-02-08,2/8,39649,39649
2021-02-07,2/7,20024,20024
2021-02-06,2/6,33680,33680
2021-02-05,2/5,46595,46595
2021-02-04,2/4,45834,45834
2021-02-03,2/3,36594,36594
2021-02-02,2/2,11949,11949
2021-02-01,2/1,6332,6332
2021-01-31,1/31,15611,15611
2021-01-30,1/30,21939,21939
2021-01-29,1/29,42601,42601
2021-01-28,1/28,41837,41837
2021-01-27,1/27,32470,32470
2021-01-26,1/26,26864,26864
2021-01-25,1/25,24021,24021
2021-01-24,1/24,10341,10341
2021-01-23,1/23,18491,18491
2021-01-22,1/22,28498,28498
2021-01-21,1/21,33056,33056
2021-01-20,1/20,43841,43841
2021-01-19,1/19,43208,43208
2021-01-18,1/18,29077,29077
2021-01-17,1/17,25281,25281
2021-01-16,1/16,32294,32294
2021-01-15,1/15,32373,32373
2021-01-14,1/14,40712,40712
2021-01-13,1/13,40803,40803
2021-01-12,1/12,35626,35626
2021-01-11,1/11,32907,32907
2021-01-10,1/10,8787,8787
2021-01-09,1/9,9090,9090
2021-01-08,1/8,21802,21802
2021-01-07,1/7,21444,21444
2021-01-06,1/6,21498,21498
2021-01-05,1/5,16019,16019
2021-01-04,1/4,12964,12964
2021-01-03,1/3,3541,3541
2021-01-02,1/2,3805,3805
2021-01-01,1/1,164,164
2020-12-31,12/31,7233,7233
2020-12-30,12/30,12797,12797
2020-12-29,12/29,10673,10673
2020-12-28,12/28,10948,10948
2020-12-27,12/27,3838,3838
2020-12-26,12/26,4348,4348
2020-12-25,12/25,179,179
2020-12-24,12/24,7237,7237
2020-12-23,12/23,14250,14250
2020-12-22,12/22,9751,9751
2020-12-21,12/21,6270,6270
2020-12-20,12/20,1104,1104
2020-12-19,12/19,1685,1685
2020-12-18,12/18,5785,5785
2020-12-17,12/17,4493,4493
2020-12-16,12/16,4510,4510
2020-12-15,12/15,2039,2039
2020-12-14,12/14,77,77
