Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5923,5336,0.5388266181965062
STATEN ISLAND,Staten Island,75to84,75 to 84,17074,15577,0.6850345221865518
STATEN ISLAND,Staten Island,65to74,65 to 74,36717,33430,0.7164748494395508
STATEN ISLAND,Staten Island,55to64,55 to 64,44790,38988,0.5895660063511265
STATEN ISLAND,Staten Island,45to54,45 to 54,35484,29800,0.4643769868478464
STATEN ISLAND,Staten Island,35to44,35 to 44,28174,23017,0.3889715077567851
STATEN ISLAND,Staten Island,25to34,25 to 34,24313,19471,0.3008544631406543
STATEN ISLAND,Staten Island,18to24,18 to 24,14477,10521,0.2651992493405922
STATEN ISLAND,Staten Island,%all%,%all%,206952,176140,0.472012532226125
QUEENS,Queens,85andUp,85+,28669,25116,0.4865066296493832
QUEENS,Queens,75to84,75 to 84,74685,66620,0.60703881717821
QUEENS,Queens,65to74,65 to 74,160169,142335,0.6819244141509814
QUEENS,Queens,55to64,55 to 64,219557,183413,0.6077634868301592
QUEENS,Queens,45to54,45 to 54,200845,159408,0.5288115340990918
QUEENS,Queens,35to44,35 to 44,191006,147072,0.4765638435151946
QUEENS,Queens,25to34,25 to 34,186728,141061,0.3891357946148008
QUEENS,Queens,18to24,18 to 24,81102,54107,0.3096676157614904
QUEENS,Queens,%all%,%all%,1142761,919132,0.5052509866271968
MANHATTAN,Manhattan,85andUp,85+,25128,22946,0.5761617289760258
MANHATTAN,Manhattan,75to84,75 to 84,65079,60609,0.7077342479216426
MANHATTAN,Manhattan,65to74,65 to 74,117923,109393,0.7401074473760054
MANHATTAN,Manhattan,55to64,55 to 64,138017,121686,0.6691781934760956
MANHATTAN,Manhattan,45to54,45 to 54,133129,113927,0.5897843216949442
MANHATTAN,Manhattan,35to44,35 to 44,150522,126530,0.5455131541101058
MANHATTAN,Manhattan,25to34,25 to 34,223215,183940,0.5116018247922736
MANHATTAN,Manhattan,18to24,18 to 24,82588,62539,0.4343367428701072
MANHATTAN,Manhattan,%all%,%all%,935601,801570,0.5792723297191718
BROOKLYN,Brooklyn,85andUp,85+,23102,19650,0.3854452726559436
BROOKLYN,Brooklyn,75to84,75 to 84,64076,55891,0.5240059628167748
BROOKLYN,Brooklyn,65to74,65 to 74,139965,122504,0.5826781391057017
BROOKLYN,Brooklyn,55to64,55 to 64,171793,142065,0.4971914536196126
BROOKLYN,Brooklyn,45to54,45 to 54,163671,131005,0.4435344623280947
BROOKLYN,Brooklyn,35to44,35 to 44,186698,149555,0.4177677339337293
BROOKLYN,Brooklyn,25to34,25 to 34,223612,178406,0.3795541240019488
BROOKLYN,Brooklyn,18to24,18 to 24,72569,49402,0.2377064273171072
BROOKLYN,Brooklyn,%all%,%all%,1045486,848478,0.4274793395905229
THE BRONX,Bronx,85andUp,85+,13337,11696,0.4396301486732223
THE BRONX,Bronx,75to84,75 to 84,38054,33995,0.587227903919411
THE BRONX,Bronx,65to74,65 to 74,80718,71572,0.6793051411590978
THE BRONX,Bronx,55to64,55 to 64,115858,97464,0.5963582538108718
THE BRONX,Bronx,45to54,45 to 54,99329,79383,0.4563919893047314
THE BRONX,Bronx,35to44,35 to 44,81050,61852,0.3451754590720834
THE BRONX,Bronx,25to34,25 to 34,66986,49580,0.2185070395979063
THE BRONX,Bronx,18to24,18 to 24,36008,23381,0.1688676144780533
THE BRONX,Bronx,%all%,%all%,531340,428923,0.4001989446169935
%all%,%all%,85andUp,85+,96159,84744,0.4735942058143044
%all%,%all%,75to84,75 to 84,258968,232692,0.6080675597395406
%all%,%all%,65to74,65 to 74,535492,479234,0.6667186054438332
%all%,%all%,55to64,55 to 64,690015,583616,0.5842444034835578
%all%,%all%,45to54,45 to 54,632458,513523,0.4994937198894646
%all%,%all%,35to44,35 to 44,637450,508026,0.4468496076192755
%all%,%all%,25to34,25 to 34,724854,572458,0.3858316275740565
%all%,%all%,18to24,18 to 24,286744,199950,0.2837495083409149
%all%,%all%,%all%,%all%,3862140,3174243,0.4785751619786416
