Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,96104,81088,0.454426431366161
STATEN ISLAND,Staten Island,F,Female,110042,94336,0.4844507684700054
QUEENS,Queens,M,Male,529493,421436,0.4821718587094878
QUEENS,Queens,F,Female,596431,483574,0.5116522845111958
MANHATTAN,Manhattan,M,Male,430396,366408,0.5648311204693208
MANHATTAN,Manhattan,F,Female,495911,427368,0.5814137699123014
BROOKLYN,Brooklyn,M,Male,471462,378030,0.4117625440732153
BROOKLYN,Brooklyn,F,Female,559491,457596,0.4289578689747578
THE BRONX,Bronx,M,Male,237771,190012,0.3884556622386015
THE BRONX,Bronx,F,Female,291372,237206,0.4071316683832396
%all%,%all%,M,Male,1765226,1436974,0.4622864962453754
%all%,%all%,F,Female,2053247,1700080,0.4823894864585814
