Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3854610485656717
Latino,Latino,STATEN ISLAND,Staten Island,0.3061263143018097
Black,Black,STATEN ISLAND,Staten Island,0.2583637291189223
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.6042134625072024
White,White,QUEENS,Queens,0.3976378606503766
Latino,Latino,QUEENS,Queens,0.352857947132928
Black,Black,QUEENS,Queens,0.2504979306180186
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.5821077270359498
White,White,MANHATTAN,Manhattan,0.5431050286244073
Latino,Latino,MANHATTAN,Manhattan,0.3765562888193126
Black,Black,MANHATTAN,Manhattan,0.3252056104793624
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.5926008960253684
White,White,BROOKLYN,Brooklyn,0.3968284590293812
Latino,Latino,BROOKLYN,Brooklyn,0.3030932810448799
Black,Black,BROOKLYN,Brooklyn,0.2499529689537579
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.579426047075604
White,White,THE BRONX,Bronx,0.398632713191295
Latino,Latino,THE BRONX,Bronx,0.2732709669149209
Black,Black,THE BRONX,Bronx,0.2568886831556536
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.4654559718705232
White,White,%all%,%all%,0.44067109890508
Latino,Latino,%all%,%all%,0.3199841440686852
Black,Black,%all%,%all%,0.260437240809652
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.5789354102917388
