Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2021-03-10,3/10,2753479,2753479
2021-03-11,3/11,2838090,2838090
2021-03-12,3/12,2922769,2922769
2021-03-13,3/13,2994317,2994317
2021-03-14,3/14,3044898,3044898
2021-03-15,3/15,3098997,3098997
2021-03-16,3/16,3161296,3161296
2021-03-17,3/17,3231266,3231266
2021-03-18,3/18,3312124,3312124
2021-03-19,3/19,3393362,3393362
2021-03-20,3/20,3460909,3460909
2021-03-21,3/21,3509289,3509289
2021-03-22,3/22,3572197,3572197
2021-03-23,3/23,3645720,3645720
2021-03-24,3/24,3727621,3727621
2021-03-25,3/25,3824265,3824265
2021-03-26,3/26,3919758,3919758
2021-03-27,3/27,4001691,4001691
2021-03-28,3/28,4062096,4062096
2021-03-29,3/29,4136761,4136761
2021-03-30,3/30,4221033,4221033
2021-03-31,3/31,4320657,4320657
2021-04-01,4/1,4434412,4434412
2021-04-02,4/2,4541676,4541676
2021-04-03,4/3,4627988,4627988
2021-04-04,4/4,4680159,4680159
2021-04-05,4/5,4764376,4764376
2021-04-06,4/6,4861637,4861637
2021-04-07,4/7,4966322,4966322
2021-04-08,4/8,5082307,5082307
2021-04-09,4/9,5195868,5195868
2021-04-10,4/10,5289681,5289681
2021-04-11,4/11,5359402,5359402
2021-04-12,4/12,5445546,5445546
2021-04-13,4/13,5528866,5528866
2021-04-14,4/14,5615696,5615696
2021-04-15,4/15,5708010,5708010
2021-04-16,4/16,5797973,5797973
2021-04-17,4/17,5871819,5871819
2021-04-18,4/18,5911293,5911293
2021-04-19,4/19,5972738,5972738
2021-04-20,4/20,6039500,6039500
2021-04-21,4/21,6110034,6110034
2021-04-22,4/22,6183662,6183662
2021-04-23,4/23,6253856,6253856
2021-04-24,4/24,6315408,6315408
2021-04-25,4/25,6353775,6353775
2021-04-26,4/26,6405820,6405820
2021-04-27,4/27,6467205,6467205
2021-04-28,4/28,6534331,6534331
2021-04-29,4/29,6603968,6603968
2021-04-30,4/30,6672399,6672399
2021-05-01,5/1,6738513,6738513
2021-05-02,5/2,6787716,6787716
2021-05-03,5/3,6859072,6859072
2021-05-04,5/4,6935436,6935436
2021-05-05,5/5,7002437,7002437
2021-05-06,5/6,7071089,7071089
2021-05-07,5/7,7142650,7142650
2021-05-08,5/8,7195815,7195815
2021-05-09,5/9,7220169,7220169
2021-05-10,5/10,7260084,7260084
2021-05-11,5/11,7306531,7306531
2021-05-12,5/12,7350554,7350554
2021-05-13,5/13,7397581,7397581
2021-05-14,5/14,7447313,7447313
2021-05-15,5/15,7482212,7482212
2021-05-16,5/16,7495978,7495978
