Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
All ages (includes <18),All ages (includes <18),Other,Other,NYC,NYC,359335,0.1029785499923196,0.1029785499923196
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,NYC,NYC,5415,0.0015518356080215,0.0015518356080215
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,NYC,NYC,10179,0.0029171070459928,0.0029171070459928
All ages (includes <18),All ages (includes <18),Black,Black,NYC,NYC,474806,0.1360703338323662,0.1360703338323662
All ages (includes <18),All ages (includes <18),Latino,Latino,NYC,NYC,766260,0.2195954853190333,0.2195954853190333
All ages (includes <18),All ages (includes <18),Asian,Asian,NYC,NYC,740515,0.2122174598844047,0.2122174598844047
All ages (includes <18),All ages (includes <18),White,White,NYC,NYC,1132906,0.3246692283178618,0.3246692283178618
All ages (includes <18),All ages (includes <18),Other,Other,Non- NYC,Non- NYC,66575,0.1090722916240017,0.1090722916240017
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,Non- NYC,Non- NYC,861,0.0014106082326439,0.0014106082326439
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,Non- NYC,Non- NYC,1526,0.002500102396068,0.002500102396068
All ages (includes <18),All ages (includes <18),Black,Black,Non- NYC,Non- NYC,49093,0.0804308826541061,0.0804308826541061
All ages (includes <18),All ages (includes <18),Latino,Latino,Non- NYC,Non- NYC,74725,0.1224247388900266,0.1224247388900266
All ages (includes <18),All ages (includes <18),Asian,Asian,Non- NYC,Non- NYC,80396,0.131715748515257,0.131715748515257
All ages (includes <18),All ages (includes <18),White,White,Non- NYC,Non- NYC,337199,0.5524456276878968,0.5524456276878968
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,267063,0.100581085951685,0.100581085951685
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,4331,0.0016311382829398,0.0016311382829398
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,7614,0.002867579516579,0.002867579516579
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,335381,0.1263109647819506,0.1263109647819506
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,609226,0.229446282974434,0.229446282974434
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,598955,0.225578025919695,0.225578025919695
18 to 64 years,18 to 64 years,White,White,NYC,NYC,832631,0.3135849225727167,0.3135849225727167
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,47891,0.1049960317634317,0.1049960317634317
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,714,0.0015653706683738,0.0015653706683738
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,1135,0.0024883693397819,0.0024883693397819
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,39477,0.0865492127106344,0.0865492127106344
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,63692,0.1396380792858051,0.1396380792858051
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,66445,0.14567374518221,0.14567374518221
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,236768,0.519089191049763,0.519089191049763
65+ years,65+ years,Other,Other,NYC,NYC,88132,0.1095423884496493,0.1095423884496493
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,1018,0.0012653083039276,0.0012653083039276
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,2289,0.0028450792806387,0.0028450792806387
65+ years,65+ years,Black,Black,NYC,NYC,135899,0.168913686832466,0.168913686832466
65+ years,65+ years,Latino,Latino,NYC,NYC,150294,0.186805742859025,0.186805742859025
65+ years,65+ years,Asian,Asian,NYC,NYC,133378,0.1657802465238202,0.1657802465238202
65+ years,65+ years,White,White,NYC,NYC,293537,0.3648475477504733,0.3648475477504733
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,18285,0.1223952929521464,0.1223952929521464
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,136,0.0009103505519,0.0009103505519
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,379,0.0025369327880155,0.0025369327880155
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,9330,0.0624527253619648,0.0624527253619648
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,10299,0.0689389730442524,0.0689389730442524
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,13170,0.0881567409450242,0.0881567409450242
65+ years,65+ years,White,White,Non- NYC,Non- NYC,97794,0.6546089843566968,0.6546089843566968
