Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3929699178773745
Latino,Latino,STATEN ISLAND,Staten Island,0.3192164506781801
Black,Black,STATEN ISLAND,Staten Island,0.2693199232092384
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.6240269400758902
White,White,QUEENS,Queens,0.4077473333568646
Latino,Latino,QUEENS,Queens,0.3755708000944159
Black,Black,QUEENS,Queens,0.2609223579881196
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.6091207570962194
White,White,MANHATTAN,Manhattan,0.5534058176447512
Latino,Latino,MANHATTAN,Manhattan,0.3902061168349312
Black,Black,MANHATTAN,Manhattan,0.334790202033014
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.6134492872196826
White,White,BROOKLYN,Brooklyn,0.4070785242802281
Latino,Latino,BROOKLYN,Brooklyn,0.3209065051342684
Black,Black,BROOKLYN,Brooklyn,0.2607477194606702
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.6085985662146426
White,White,THE BRONX,Bronx,0.4060808409515088
Latino,Latino,THE BRONX,Bronx,0.2864820090562502
Black,Black,THE BRONX,Bronx,0.2662075559471801
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.4841396143947874
White,White,%all%,%all%,0.450485986090311
Latino,Latino,%all%,%all%,0.3366909207940489
Black,Black,%all%,%all%,0.2706902256503539
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.6047273877268652
