Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,99401,84281,0.3643323390826957
STATEN ISLAND,Staten Island,F,Female,113639,97665,0.3989371479455748
QUEENS,Queens,M,Male,551975,446590,0.404459791083646
QUEENS,Queens,F,Female,618847,508369,0.4366808181832814
MANHATTAN,Manhattan,M,Male,446924,380993,0.498936793205245
MANHATTAN,Manhattan,F,Female,513345,441852,0.521168398049545
BROOKLYN,Brooklyn,M,Male,490148,398130,0.3284375273264841
BROOKLYN,Brooklyn,F,Female,578247,478001,0.3546767143352163
THE BRONX,Bronx,M,Male,248726,199692,0.2993238248445616
THE BRONX,Bronx,F,Female,302890,247049,0.3277046932331485
%all%,%all%,M,Male,1837174,1509686,0.3794666751833284
%all%,%all%,F,Female,2126968,1772936,0.4067882709641816
