Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2021-02-10,2/10,1212502,1212502
2021-02-11,2/11,1273015,1273015
2021-02-12,2/12,1341345,1341345
2021-02-13,2/13,1394041,1394041
2021-02-14,2/14,1433649,1433649
2021-02-15,2/15,1456433,1456433
2021-02-16,2/16,1496636,1496636
2021-02-17,2/17,1534327,1534327
2021-02-18,2/18,1570849,1570849
2021-02-19,2/19,1607421,1607421
2021-02-20,2/20,1644416,1644416
2021-02-21,2/21,1667972,1667972
2021-02-22,2/22,1692221,1692221
2021-02-23,2/23,1730890,1730890
2021-02-24,2/24,1786508,1786508
2021-02-25,2/25,1870117,1870117
2021-02-26,2/26,1963565,1963565
2021-02-27,2/27,2036791,2036791
2021-02-28,2/28,2094766,2094766
2021-03-01,3/1,2145685,2145685
2021-03-02,3/2,2204111,2204111
2021-03-03,3/3,2267590,2267590
2021-03-04,3/4,2349947,2349947
2021-03-05,3/5,2436934,2436934
2021-03-06,3/6,2507476,2507476
2021-03-07,3/7,2564024,2564024
2021-03-08,3/8,2626054,2626054
2021-03-09,3/9,2684395,2684395
2021-03-10,3/10,2754826,2754826
2021-03-11,3/11,2839610,2839610
2021-03-12,3/12,2924509,2924509
2021-03-13,3/13,2996282,2996282
2021-03-14,3/14,3046859,3046859
2021-03-15,3/15,3100958,3100958
2021-03-16,3/16,3163269,3163269
2021-03-17,3/17,3233252,3233252
2021-03-18,3/18,3314187,3314187
2021-03-19,3/19,3395754,3395754
2021-03-20,3/20,3463383,3463383
2021-03-21,3/21,3511779,3511779
2021-03-22,3/22,3574713,3574713
2021-03-23,3/23,3648250,3648250
2021-03-24,3/24,3730165,3730165
2021-03-25,3/25,3826843,3826843
2021-03-26,3/26,3922391,3922391
2021-03-27,3/27,4004375,4004375
2021-03-28,3/28,4064799,4064799
2021-03-29,3/29,4139509,4139509
2021-03-30,3/30,4223806,4223806
2021-03-31,3/31,4323468,4323468
2021-04-01,4/1,4437320,4437320
2021-04-02,4/2,4544824,4544824
2021-04-03,4/3,4631343,4631343
2021-04-04,4/4,4683773,4683773
2021-04-05,4/5,4768263,4768263
2021-04-06,4/6,4866021,4866021
2021-04-07,4/7,4971145,4971145
2021-04-08,4/8,5087440,5087440
2021-04-09,4/9,5201219,5201219
2021-04-10,4/10,5295073,5295073
2021-04-11,4/11,5364924,5364924
2021-04-12,4/12,5451227,5451227
2021-04-13,4/13,5534698,5534698
2021-04-14,4/14,5621783,5621783
2021-04-15,4/15,5714374,5714374
2021-04-16,4/16,5804749,5804749
2021-04-17,4/17,5881295,5881295
2021-04-18,4/18,5928455,5928455
2021-04-19,4/19,5997591,5997591
2021-04-20,4/20,6070193,6070193
2021-04-21,4/21,6143737,6143737
2021-04-22,4/22,6221619,6221619
2021-04-23,4/23,6296105,6296105
2021-04-24,4/24,6363516,6363516
2021-04-25,4/25,6403144,6403144
2021-04-26,4/26,6456552,6456552
2021-04-27,4/27,6519273,6519273
2021-04-28,4/28,6587646,6587646
2021-04-29,4/29,6658646,6658646
2021-04-30,4/30,6728146,6728146
2021-05-01,5/1,6794418,6794418
2021-05-02,5/2,6843653,6843653
2021-05-03,5/3,6915165,6915165
2021-05-04,5/4,6991654,6991654
2021-05-05,5/5,7058896,7058896
2021-05-06,5/6,7128351,7128351
2021-05-07,5/7,7200771,7200771
2021-05-08,5/8,7258475,7258475
2021-05-09,5/9,7295096,7295096
2021-05-10,5/10,7347859,7347859
2021-05-11,5/11,7407098,7407098
2021-05-12,5/12,7461370,7461370
2021-05-13,5/13,7523538,7523538
2021-05-14,5/14,7592883,7592883
2021-05-15,5/15,7652865,7652865
2021-05-16,5/16,7681499,7681499
2021-05-17,5/17,7728394,7728394
2021-05-18,5/18,7778705,7778705
2021-05-19,5/19,7828631,7828631
2021-05-20,5/20,7872368,7872368
2021-05-21,5/21,7915314,7915314
2021-05-22,5/22,7932971,7932971
