Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2020-12-14,12/14,77,77
2020-12-15,12/15,2117,2117
2020-12-16,12/16,6631,6631
2020-12-17,12/17,11127,11127
2020-12-18,12/18,16913,16913
2020-12-19,12/19,18599,18599
2020-12-20,12/20,19703,19703
2020-12-21,12/21,25975,25975
2020-12-22,12/22,35730,35730
2020-12-23,12/23,49980,49980
2020-12-24,12/24,57222,57222
2020-12-25,12/25,57401,57401
2020-12-26,12/26,61753,61753
2020-12-27,12/27,65592,65592
2020-12-28,12/28,76572,76572
2020-12-29,12/29,87299,87299
2020-12-30,12/30,100116,100116
2020-12-31,12/31,107352,107352
2021-01-01,1/1,107516,107516
2021-01-02,1/2,111328,111328
2021-01-03,1/3,114873,114873
2021-01-04,1/4,127844,127844
2021-01-05,1/5,143887,143887
2021-01-06,1/6,165419,165419
2021-01-07,1/7,186928,186928
2021-01-08,1/8,208735,208735
2021-01-09,1/9,217823,217823
2021-01-10,1/10,226615,226615
2021-01-11,1/11,259541,259541
2021-01-12,1/12,295147,295147
2021-01-13,1/13,335816,335816
2021-01-14,1/14,376520,376520
2021-01-15,1/15,408898,408898
2021-01-16,1/16,441202,441202
2021-01-17,1/17,466484,466484
2021-01-18,1/18,495583,495583
2021-01-19,1/19,538895,538895
2021-01-20,1/20,582657,582657
2021-01-21,1/21,615726,615726
2021-01-22,1/22,644240,644240
2021-01-23,1/23,662736,662736
2021-01-24,1/24,673070,673070
2021-01-25,1/25,697398,697398
2021-01-26,1/26,724282,724282
2021-01-27,1/27,756732,756732
2021-01-28,1/28,798583,798583
2021-01-29,1/29,841163,841163
2021-01-30,1/30,863179,863179
2021-01-31,1/31,878794,878794
2021-02-01,2/1,885129,885129
2021-02-02,2/2,897119,897119
2021-02-03,2/3,933876,933876
2021-02-04,2/4,979631,979631
2021-02-05,2/5,1026344,1026344
2021-02-06,2/6,1060121,1060121
2021-02-07,2/7,1080236,1080236
2021-02-08,2/8,1119981,1119981
2021-02-09,2/9,1164499,1164499
