Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,98917,83699,0.3618164526866382
STATEN ISLAND,Staten Island,F,Female,113153,97052,0.3964331959495615
QUEENS,Queens,M,Male,547073,440844,0.3992558546776212
QUEENS,Queens,F,Female,614150,502723,0.4318309947293281
MANHATTAN,Manhattan,M,Male,443562,377292,0.494090076673307
MANHATTAN,Manhattan,F,Female,509859,438253,0.5169233452613256
BROOKLYN,Brooklyn,M,Male,486259,393194,0.3243655718474106
BROOKLYN,Brooklyn,F,Female,574422,473043,0.3509978786221655
THE BRONX,Bronx,M,Male,243645,194361,0.2913330424885015
THE BRONX,Bronx,F,Female,297155,241075,0.3197803226128471
%all%,%all%,M,Male,1819456,1489390,0.37436518014428
%all%,%all%,F,Female,2108739,1752146,0.4020181449396972
