Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3207080943702832
Latino,Latino,STATEN ISLAND,Staten Island,0.2237866377851486
Black,Black,STATEN ISLAND,Staten Island,0.2016517087800184
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.5022764132325068
White,White,QUEENS,Queens,0.3437711987179355
Latino,Latino,QUEENS,Queens,0.2811717296125561
Black,Black,QUEENS,Queens,0.2101072575110077
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.5003474152718134
White,White,MANHATTAN,Manhattan,0.493663037161515
Latino,Latino,MANHATTAN,Manhattan,0.3133513551959446
Black,Black,MANHATTAN,Manhattan,0.2785992079691306
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.5476412061000726
White,White,BROOKLYN,Brooklyn,0.3144949153694803
Latino,Latino,BROOKLYN,Brooklyn,0.2372193128087017
Black,Black,BROOKLYN,Brooklyn,0.2060999755464578
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.483540940562337
White,White,THE BRONX,Bronx,0.3403879041209547
Latino,Latino,THE BRONX,Bronx,0.2063639849367363
Black,Black,THE BRONX,Bronx,0.2031052309245749
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.3807413572064916
White,White,%all%,%all%,0.3736297416531692
Latino,Latino,%all%,%all%,0.2508658642757232
Black,Black,%all%,%all%,0.2141503564371185
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.498229632259602
