Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,77353,51623,0.2231573941987637
STATEN ISLAND,Staten Island,F,Female,91283,63019,0.257416885541209
QUEENS,Queens,M,Male,369456,233501,0.2114730864502618
QUEENS,Queens,F,Female,432569,280525,0.240966476163702
MANHATTAN,Manhattan,M,Male,337253,213076,0.2790378199835713
MANHATTAN,Manhattan,F,Female,400331,265250,0.3128647546749631
BROOKLYN,Brooklyn,M,Male,340454,204494,0.1686974197199458
BROOKLYN,Brooklyn,F,Female,420544,264369,0.196161782699381
THE BRONX,Bronx,M,Male,173160,114323,0.1713618854421049
THE BRONX,Bronx,F,Female,220160,148288,0.1967005474628803
%all%,%all%,M,Male,1297676,817017,0.2053610648560412
%all%,%all%,F,Female,1564887,1021451,0.234365079260974
