Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.222661275824753
Latino,Latino,STATEN ISLAND,Staten Island,0.1138789232609039
Black,Black,STATEN ISLAND,Staten Island,0.1146124751012735
Asian,Asian,STATEN ISLAND,Staten Island,0.253875551200392
White,White,QUEENS,Queens,0.213325494016892
Latino,Latino,QUEENS,Queens,0.129836162499295
Black,Black,QUEENS,Queens,0.1199907027177946
Asian,Asian,QUEENS,Queens,0.2581602770955058
White,White,MANHATTAN,Manhattan,0.3091488393906353
Latino,Latino,MANHATTAN,Manhattan,0.1706423142309186
Black,Black,MANHATTAN,Manhattan,0.1616107522202603
Asian,Asian,MANHATTAN,Manhattan,0.2543374704879512
White,White,BROOKLYN,Brooklyn,0.1811481958379548
Latino,Latino,BROOKLYN,Brooklyn,0.1159529357280345
Black,Black,BROOKLYN,Brooklyn,0.1151406867501243
Asian,Asian,BROOKLYN,Brooklyn,0.2244771310455499
White,White,THE BRONX,Bronx,0.2269617316402041
Latino,Latino,THE BRONX,Bronx,0.1108343494989029
Black,Black,THE BRONX,Bronx,0.1199754477876754
Asian,Asian,THE BRONX,Bronx,0.2187286998229273
White,White,%all%,%all%,0.2309901356313405
Latino,Latino,%all%,%all%,0.1270367512656844
Black,Black,%all%,%all%,0.1223918968063059
Asian,Asian,%all%,%all%,0.2467690815059116
