Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,140663,0.1095716157456958,0.1095716157456958
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,2152,0.0016763336277823,0.0016763336277823
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,3705,0.0028860669567534,0.0028860669567534
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,163858,0.1276397191362208,0.1276397191362208
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,250233,0.1949228590524353,0.1949228590524353
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,263894,0.2055643059340029,0.2055643059340029
18 to 64 years,18 to 64 years,White,White,NYC,NYC,459249,0.3577390995471095,0.3577390995471095
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,34779,0.1114833026675984,0.1114833026675984
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,537,0.0017213414282326,0.0017213414282326
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,773,0.0024778341229493,0.0024778341229493
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,24660,0.0790470756428585,0.0790470756428585
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,35293,0.1131309181128713,0.1131309181128713
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,41647,0.1334985222748633,0.1334985222748633
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,174277,0.5586410057506268,0.5586410057506268
65+ years,65+ years,Other,Other,NYC,NYC,67125,0.1111782827613621,0.1111782827613621
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,802,0.0013283423877037,0.0013283423877037
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,1664,0.0027560620113953,0.0027560620113953
65+ years,65+ years,Black,Black,NYC,NYC,94724,0.1568901550284881,0.1568901550284881
65+ years,65+ years,Latino,Latino,NYC,NYC,102337,0.1694994699880747,0.1694994699880747
65+ years,65+ years,Asian,Asian,NYC,NYC,97426,0.1613654432224725,0.1613654432224725
65+ years,65+ years,White,White,NYC,NYC,239682,0.3969822446005035,0.3969822446005035
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,15673,0.1215564310975988,0.1215564310975988
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,132,0.0010237637277409,0.0010237637277409
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,309,0.0023965378172116,0.0023965378172116
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,7012,0.0543835701433269,0.0543835701433269
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,8011,0.0621316001737296,0.0621316001737296
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,11164,0.0865855928522678,0.0865855928522678
65+ years,65+ years,White,White,Non- NYC,Non- NYC,86635,0.6719225041881244,0.6719225041881244
%all%,All,Other,Other,NYC,NYC,207788,0.1100855410873774,0.1100855410873774
%all%,All,NH/PI,NH/PI,NYC,NYC,2954,0.0015650215044763,0.0015650215044763
%all%,All,AI/AN,AI/AN,NYC,NYC,5369,0.0028444822131121,0.0028444822131121
%all%,All,Black,Black,NYC,NYC,258582,0.1369960699629248,0.1369960699629248
%all%,All,Latino,Latino,NYC,NYC,352570,0.1867906675129297,0.1867906675129297
%all%,All,Asian,Asian,NYC,NYC,361320,0.1914263947181319,0.1914263947181319
%all%,All,White,White,NYC,NYC,698931,0.370291823001048,0.370291823001048
%all%,All,Other,Other,Non- NYC,Non- NYC,50452,0.1144290567972021,0.1144290567972021
%all%,All,NH/PI,NH/PI,Non- NYC,Non- NYC,669,0.0015173439902745,0.0015173439902745
%all%,All,AI/AN,AI/AN,Non- NYC,Non- NYC,1082,0.0024540600859148,0.0024540600859148
%all%,All,Black,Black,Non- NYC,Non- NYC,31672,0.0718345573392727,0.0718345573392727
%all%,All,Latino,Latino,Non- NYC,Non- NYC,43304,0.0982168373017133,0.0982168373017133
%all%,All,Asian,Asian,Non- NYC,Non- NYC,52811,0.1197794521231476,0.1197794521231476
%all%,All,White,White,Non- NYC,Non- NYC,260912,0.5917686923624752,0.5917686923624752
