Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
All ages (includes <18),All ages (includes <18),Other,Other,NYC,NYC,340933,0.1047609536656639,0.1047609536656639
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,NYC,NYC,5066,0.0015566665335132,0.0015566665335132
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,NYC,NYC,9572,0.002941257808683,0.002941257808683
All ages (includes <18),All ages (includes <18),Black,Black,NYC,NYC,437980,0.1345812886593187,0.1345812886593187
All ages (includes <18),All ages (includes <18),Latino,Latino,NYC,NYC,682154,0.2096104031784759,0.2096104031784759
All ages (includes <18),All ages (includes <18),Asian,Asian,NYC,NYC,691001,0.2123288849830537,0.2123288849830537
All ages (includes <18),All ages (includes <18),White,White,NYC,NYC,1087684,0.3342205451712917,0.3342205451712917
All ages (includes <18),All ages (includes <18),Other,Other,Non- NYC,Non- NYC,62784,0.1069699845467355,0.1069699845467355
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,Non- NYC,Non- NYC,825,0.0014056166738509,0.0014056166738509
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,Non- NYC,Non- NYC,1442,0.0024568475681128,0.0024568475681128
All ages (includes <18),All ages (includes <18),Black,Black,Non- NYC,Non- NYC,46465,0.0791660348490709,0.0791660348490709
All ages (includes <18),All ages (includes <18),Latino,Latino,Non- NYC,Non- NYC,69879,0.1190582879418535,0.1190582879418535
All ages (includes <18),All ages (includes <18),Asian,Asian,Non- NYC,Non- NYC,77233,0.1315878697836714,0.1315878697836714
All ages (includes <18),All ages (includes <18),White,White,Non- NYC,Non- NYC,328303,0.5593553586367052,0.5593553586367052
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,252461,0.1028800262109525,0.1028800262109525
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,4028,0.0016414446016522,0.0016414446016522
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,7133,0.002906758774475,0.002906758774475
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,305446,0.1244718688669957,0.1244718688669957
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,534534,0.2178271967973085,0.2178271967973085
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,555402,0.2263310860592942,0.2263310860592942
18 to 64 years,18 to 64 years,White,White,NYC,NYC,794932,0.323941618689322,0.323941618689322
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,45256,0.1036966090548935,0.1036966090548935
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,683,0.0015649810850383,0.0015649810850383
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,1077,0.0024677666597163,0.0024677666597163
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,37162,0.0851505520969143,0.0851505520969143
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,59232,0.1357202922825581,0.1357202922825581
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,63548,0.1456096895929904,0.1456096895929904
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,229469,0.5257901092278892,0.5257901092278892
65+ years,65+ years,Other,Other,NYC,NYC,85280,0.1097395102128005,0.1097395102128005
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,987,0.0012700855602724,0.0012700855602724
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,2224,0.0028618746565815,0.0028618746565815
65+ years,65+ years,Black,Black,NYC,NYC,129921,0.1671841804216375,0.1671841804216375
65+ years,65+ years,Latino,Latino,NYC,NYC,142674,0.1835949212019359,0.1835949212019359
65+ years,65+ years,Asian,Asian,NYC,NYC,128986,0.1659810091968607,0.1659810091968607
65+ years,65+ years,White,White,NYC,NYC,287041,0.3693684187499116,0.3693684187499116
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,17203,0.117288916766663,0.117288916766663
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,135,0.0009204210755973,0.0009204210755973
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,353,0.0024067306643395,0.0024067306643395
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,9090,0.0619750190902149,0.0619750190902149
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,10054,0.0685475073633686,0.0685475073633686
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,13059,0.0890353987127741,0.0890353987127741
65+ years,65+ years,White,White,Non- NYC,Non- NYC,96778,0.6598260063270428,0.6598260063270428
