Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,85980,61362,0.3438796700065407
STATEN ISLAND,Staten Island,F,Female,100122,73533,0.377619555184711
QUEENS,Queens,M,Male,442580,288944,0.3305855824916576
QUEENS,Queens,F,Female,510131,343153,0.3630778668556836
MANHATTAN,Manhattan,M,Male,383743,257498,0.3969424353687942
MANHATTAN,Manhattan,F,Female,448961,313512,0.4265181151437296
BROOKLYN,Brooklyn,M,Male,403515,253067,0.2756487890933957
BROOKLYN,Brooklyn,F,Female,488897,321611,0.301483337264401
THE BRONX,Bronx,M,Male,199921,141743,0.2897757559137638
THE BRONX,Bronx,F,Female,250660,182635,0.3134680077872101
%all%,%all%,M,Male,1515739,1002614,0.3225492689127018
%all%,%all%,F,Female,1798771,1234444,0.3502675210707008
