Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,95630,78778,0.4133921238058185
STATEN ISLAND,Staten Island,F,Female,109703,92264,0.448109373276746
QUEENS,Queens,M,Male,525559,403654,0.4759790486623748
QUEENS,Queens,F,Female,593326,466497,0.5096575187106486
MANHATTAN,Manhattan,M,Male,428967,355360,0.5617620779669819
MANHATTAN,Manhattan,F,Female,494859,416752,0.5836906300987657
BROOKLYN,Brooklyn,M,Male,466708,359940,0.3850109800906456
BROOKLYN,Brooklyn,F,Female,554509,439093,0.4114456459072397
THE BRONX,Bronx,M,Male,233945,181711,0.350666587561149
THE BRONX,Bronx,F,Female,287842,228921,0.381815649161162
%all%,%all%,M,Male,1750809,1379443,0.4400740750798828
%all%,%all%,F,Female,2040239,1643527,0.4681191510374266
