Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5894,5272,0.5951731798444916
STATEN ISLAND,Staten Island,75to84,75 to 84,17004,15435,0.7477901402876116
STATEN ISLAND,Staten Island,65to74,65 to 74,36530,33064,0.7829143359266166
STATEN ISLAND,Staten Island,55to64,55 to 64,44306,38094,0.6699833660970816
STATEN ISLAND,Staten Island,45to54,45 to 54,34958,28829,0.5447547216854705
STATEN ISLAND,Staten Island,35to44,35 to 44,27665,22140,0.4675195187075406
STATEN ISLAND,Staten Island,25to34,25 to 34,23845,18546,0.3684389437414052
STATEN ISLAND,Staten Island,18to24,18 to 24,13983,9719,0.3524646995085543
STATEN ISLAND,Staten Island,<18,<18,2705,1695,0.0262685265689363
STATEN ISLAND,Staten Island,%all%,%all%,206890,172794,0.4345123208783913
QUEENS,Queens,85andUp,85+,28413,24839,0.5503707942438256
QUEENS,Queens,75to84,75 to 84,74122,65852,0.6753967458253268
QUEENS,Queens,65to74,65 to 74,158894,140346,0.7612582840629926
QUEENS,Queens,55to64,55 to 64,216690,177881,0.7180312734714942
QUEENS,Queens,45to54,45 to 54,197504,152603,0.6551891575749462
QUEENS,Queens,35to44,35 to 44,187263,140018,0.6067965012251542
QUEENS,Queens,25to34,25 to 34,182853,133498,0.5044246634626166
QUEENS,Queens,18to24,18 to 24,78827,49257,0.4511462314974218
QUEENS,Queens,<18,<18,15094,7481,0.0336041287514392
QUEENS,Queens,%all%,%all%,1139660,891775,0.5024224349990712
MANHATTAN,Manhattan,85andUp,85+,24982,22744,0.6272845948435054
MANHATTAN,Manhattan,75to84,75 to 84,64842,60149,0.7571631952966582
MANHATTAN,Manhattan,65to74,65 to 74,117301,108306,0.7936096796381193
MANHATTAN,Manhattan,55to64,55 to 64,136669,119016,0.7515730201024318
MANHATTAN,Manhattan,45to54,45 to 54,131481,110632,0.6806589517916996
MANHATTAN,Manhattan,35to44,35 to 44,148335,122254,0.6395218028524662
MANHATTAN,Manhattan,25to34,25 to 34,220396,176710,0.6129987809987928
MANHATTAN,Manhattan,18to24,18 to 24,81014,58327,0.562646618699993
MANHATTAN,Manhattan,<18,<18,10205,6783,0.0448242646185787
MANHATTAN,Manhattan,%all%,%all%,935225,784921,0.5803731488461396
BROOKLYN,Brooklyn,85andUp,85+,22855,19320,0.4483130639466457
BROOKLYN,Brooklyn,75to84,75 to 84,63438,54971,0.594762846776235
BROOKLYN,Brooklyn,65to74,65 to 74,138672,120174,0.6595796292861118
BROOKLYN,Brooklyn,55to64,55 to 64,169190,136988,0.5921220711498416
BROOKLYN,Brooklyn,45to54,45 to 54,160776,125298,0.5443280540075702
BROOKLYN,Brooklyn,35to44,35 to 44,183574,142963,0.5127965898107748
BROOKLYN,Brooklyn,25to34,25 to 34,220157,169222,0.4683782904044542
BROOKLYN,Brooklyn,18to24,18 to 24,70346,44619,0.3384821735162386
BROOKLYN,Brooklyn,<18,<18,11049,5927,0.019213539816158
BROOKLYN,Brooklyn,%all%,%all%,1040057,819482,0.4062876601183717
THE BRONX,Bronx,85andUp,85+,13245,11532,0.4978540799569794
THE BRONX,Bronx,75to84,75 to 84,37754,33588,0.652160679057904
THE BRONX,Bronx,65to74,65 to 74,79935,70443,0.7586801606571352
THE BRONX,Bronx,55to64,55 to 64,114147,94763,0.6984374291815396
THE BRONX,Bronx,45to54,45 to 54,97230,76249,0.5589986914087276
THE BRONX,Bronx,35to44,35 to 44,78940,58843,0.440537908865522
THE BRONX,Bronx,25to34,25 to 34,65079,46865,0.2868136270672074
THE BRONX,Bronx,18to24,18 to 24,34603,21321,0.2499177136899225
THE BRONX,Bronx,<18,<18,5963,2855,0.0170739175706523
THE BRONX,Bronx,%all%,%all%,526896,416459,0.3707870265787334
%all%,%all%,85andUp,85+,95389,83707,0.533084084990332
%all%,%all%,75to84,75 to 84,257160,229995,0.6720070035180422
%all%,%all%,65to74,65 to 74,531332,472333,0.7391982415014018
%all%,%all%,55to64,55 to 64,681002,566742,0.6817352630173088
%all%,%all%,45to54,45 to 54,621949,493611,0.6049575570939036
%all%,%all%,35to44,35 to 44,625777,486218,0.5504210550388512
%all%,%all%,25to34,25 to 34,712330,544841,0.4801041181533452
%all%,%all%,18to24,18 to 24,278773,183243,0.3956074102961834
%all%,%all%,<18,<18,45016,24741,0.0264159463727093
%all%,%all%,%all%,%all%,3848728,3085431,0.4616543700071622
