Borough-value,Borough-alias,Demographic -value,Demographic -alias,AGG(Calculation1)-alias
STATEN ISLAND,Staten Island,85andUp,85+,0.3616075936584874
STATEN ISLAND,Staten Island,75to84,75 to 84,0.462245481331633
STATEN ISLAND,Staten Island,65to74,65 to 74,0.4610257399429906
STATEN ISLAND,Staten Island,55to64,55 to 64,0.2374414032965371
STATEN ISLAND,Staten Island,45to54,45 to 54,0.1757464314654367
STATEN ISLAND,Staten Island,35to44,35 to 44,0.1469902321965728
STATEN ISLAND,Staten Island,25to34,25 to 34,0.1091951358951776
STATEN ISLAND,Staten Island,18to24,18 to 24,0.0577988669078964
STATEN ISLAND,Staten Island,%all%,%all%,0.2160983456980069
QUEENS,Queens,85andUp,85+,0.2775195287062714
QUEENS,Queens,75to84,75 to 84,0.3474026109837351
QUEENS,Queens,65to74,65 to 74,0.3630079104633836
QUEENS,Queens,55to64,55 to 64,0.1993879633916044
QUEENS,Queens,45to54,45 to 54,0.1581843395060542
QUEENS,Queens,35to44,35 to 44,0.1398402770802174
QUEENS,Queens,25to34,25 to 34,0.1128143733616824
QUEENS,Queens,18to24,18 to 24,0.0628011670902255
QUEENS,Queens,%all%,%all%,0.1820082558046485
MANHATTAN,Manhattan,85andUp,85+,0.4256305006481571
MANHATTAN,Manhattan,75to84,75 to 84,0.5436250047351396
MANHATTAN,Manhattan,65to74,65 to 74,0.5312335960067276
MANHATTAN,Manhattan,55to64,55 to 64,0.260069154429199
MANHATTAN,Manhattan,45to54,45 to 54,0.1996249636072111
MANHATTAN,Manhattan,35to44,35 to 44,0.1757472395016546
MANHATTAN,Manhattan,25to34,25 to 34,0.1528491806103044
MANHATTAN,Manhattan,18to24,18 to 24,0.0878688253856409
MANHATTAN,Manhattan,%all%,%all%,0.2429985164964651
BROOKLYN,Brooklyn,85andUp,85+,0.223675951353472
BROOKLYN,Brooklyn,75to84,75 to 84,0.3038130150664254
BROOKLYN,Brooklyn,65to74,65 to 74,0.3214233054132599
BROOKLYN,Brooklyn,55to64,55 to 64,0.1686702714053231
BROOKLYN,Brooklyn,45to54,45 to 54,0.1373414678737566
BROOKLYN,Brooklyn,35to44,35 to 44,0.1243959260976686
BROOKLYN,Brooklyn,25to34,25 to 34,0.1051248720856266
BROOKLYN,Brooklyn,18to24,18 to 24,0.0477943796312057
BROOKLYN,Brooklyn,%all%,%all%,0.1531730684115194
THE BRONX,Bronx,85andUp,85+,0.2775879486962848
THE BRONX,Bronx,75to84,75 to 84,0.3695934176278782
THE BRONX,Bronx,65to74,65 to 74,0.4034050524602516
THE BRONX,Bronx,55to64,55 to 64,0.236300166255459
THE BRONX,Bronx,45to54,45 to 54,0.1677513505905981
THE BRONX,Bronx,35to44,35 to 44,0.1228416575873812
THE BRONX,Bronx,25to34,25 to 34,0.0778348694299843
THE BRONX,Bronx,18to24,18 to 24,0.0365382687500309
THE BRONX,Bronx,%all%,%all%,0.1715034367634364
%all%,%all%,85andUp,85+,0.2998077546412724
%all%,%all%,75to84,75 to 84,0.3893464748606457
%all%,%all%,65to74,65 to 74,0.3977211861518236
%all%,%all%,55to64,55 to 64,0.2102060941500532
%all%,%all%,45to54,45 to 54,0.1626973203629654
%all%,%all%,35to44,35 to 44,0.1399957428318612
%all%,%all%,25to34,25 to 34,0.1145724301222822
%all%,%all%,18to24,18 to 24,0.0580554758000842
%all%,%all%,%all%,%all%,0.1863239652503178
