Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,94376,76250,0.4079712964163749
STATEN ISLAND,Staten Island,F,Female,108497,89760,0.4431831642927459
QUEENS,Queens,M,Male,516346,383797,0.467635180561312
QUEENS,Queens,F,Female,584414,445895,0.5020022536341994
MANHATTAN,Manhattan,M,Male,424327,341386,0.5556856757221312
MANHATTAN,Manhattan,F,Female,490128,402351,0.578110373154874
BROOKLYN,Brooklyn,M,Male,459168,342373,0.3787908536092408
BROOKLYN,Brooklyn,F,Female,546921,420229,0.4058153503464027
THE BRONX,Bronx,M,Male,229889,175136,0.3445869377325653
THE BRONX,Bronx,F,Female,283431,221660,0.3759645613127942
%all%,%all%,M,Male,1724106,1318942,0.4333621504628297
%all%,%all%,F,Female,2013391,1579895,0.4619590575547254
