Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3394432674987927
Latino,Latino,STATEN ISLAND,Staten Island,0.2388366163496469
Black,Black,STATEN ISLAND,Staten Island,0.2189297464246548
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.5438575922777812
White,White,QUEENS,Queens,0.3642958043881322
Latino,Latino,QUEENS,Queens,0.301450698739072
Black,Black,QUEENS,Queens,0.2246810864911647
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.5426788157375254
White,White,MANHATTAN,Manhattan,0.5224950970686414
Latino,Latino,MANHATTAN,Manhattan,0.3280694662654744
Black,Black,MANHATTAN,Manhattan,0.3000299162744484
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.5953622678316502
White,White,BROOKLYN,Brooklyn,0.3352690200877965
Latino,Latino,BROOKLYN,Brooklyn,0.2559445417311895
Black,Black,BROOKLYN,Brooklyn,0.2213900129630068
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.5344482128065268
White,White,THE BRONX,Bronx,0.3632809733066404
Latino,Latino,THE BRONX,Bronx,0.2211954725688765
Black,Black,THE BRONX,Bronx,0.2176235009223994
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.4160070140398263
White,White,%all%,%all%,0.3965341226021411
Latino,Latino,%all%,%all%,0.2678980355588198
Black,Black,%all%,%all%,0.2298269078258431
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.5433083503966304
