Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
All ages (includes <18),All ages (includes <18),Other,Other,NYC,NYC,311613,0.1084240134557077,0.1084240134557077
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,NYC,NYC,4474,0.0015567034629519,0.0015567034629519
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,NYC,NYC,8478,0.0029498730350707,0.0029498730350707
All ages (includes <18),All ages (includes <18),Black,Black,NYC,NYC,380020,0.1322258493497962,0.1322258493497962
All ages (includes <18),All ages (includes <18),Latino,Latino,NYC,NYC,577042,0.2007785604981451,0.2007785604981451
All ages (includes <18),All ages (includes <18),Asian,Asian,NYC,NYC,598528,0.208254494920359,0.208254494920359
All ages (includes <18),All ages (includes <18),White,White,NYC,NYC,993867,0.3458105052779694,0.3458105052779694
All ages (includes <18),All ages (includes <18),Other,Other,Non- NYC,Non- NYC,60728,0.109653549818803,0.109653549818803
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,Non- NYC,Non- NYC,778,0.0014047961691317,0.0014047961691317
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,Non- NYC,Non- NYC,1349,0.002435822663443,0.002435822663443
All ages (includes <18),All ages (includes <18),Black,Black,Non- NYC,Non- NYC,42540,0.0768123766514932,0.0768123766514932
All ages (includes <18),All ages (includes <18),Latino,Latino,Non- NYC,Non- NYC,63112,0.1139582208563479,0.1139582208563479
All ages (includes <18),All ages (includes <18),Asian,Asian,Non- NYC,Non- NYC,71300,0.1287428879936875,0.1287428879936875
All ages (includes <18),All ages (includes <18),White,White,Non- NYC,Non- NYC,314010,0.566992345847094,0.566992345847094
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,228321,0.1073210880407924,0.1073210880407924
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,3506,0.001647976903881,0.001647976903881
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,6240,0.0029330792584762,0.0029330792584762
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,259085,0.1217815448208824,0.1217815448208824
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,441771,0.2076521405603027,0.2076521405603027
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,472870,0.2222700623326347,0.2222700623326347
18 to 64 years,18 to 64 years,White,White,NYC,NYC,715664,0.3363941080830306,0.3363941080830306
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,43515,0.1068159447006871,0.1068159447006871
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,637,0.0015636391307443,0.0015636391307443
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,996,0.0024448737428906,0.0024448737428906
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,33736,0.0828115066166237,0.0828115066166237
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,53008,0.130118340726049,0.130118340726049
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,58097,0.1426102709244127,0.1426102709244127
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,217394,0.5336354241585928,0.5336354241585928
65+ years,65+ years,Other,Other,NYC,NYC,81361,0.111105648756973,0.111105648756973
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,940,0.0012836532224475,0.0012836532224475
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,2107,0.0028772950422308,0.0028772950422308
65+ years,65+ years,Black,Black,NYC,NYC,119510,0.1632014857603256,0.1632014857603256
65+ years,65+ years,Latino,Latino,NYC,NYC,132538,0.1809923731880347,0.1809923731880347
65+ years,65+ years,Asian,Asian,NYC,NYC,121695,0.1661852967082488,0.1661852967082488
65+ years,65+ years,White,White,NYC,NYC,274134,0.3743542473217395,0.3743542473217395
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,16958,0.1180943891585479,0.1180943891585479
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,134,0.000933167127447,0.000933167127447
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,343,0.0023886292889127,0.0023886292889127
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,8675,0.0604121256015098,0.0604121256015098
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,9686,0.0674526626600834,0.0674526626600834
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,12764,0.0888876508562157,0.0888876508562157
65+ years,65+ years,White,White,Non- NYC,Non- NYC,95037,0.6618313753072836,0.6618313753072836
