Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3372384767007515
Latino,Latino,STATEN ISLAND,Staten Island,0.2304088587914318
Black,Black,STATEN ISLAND,Staten Island,0.204446154397285
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.462371411883086
White,White,QUEENS,Queens,0.3304540449393339
Latino,Latino,QUEENS,Queens,0.2513051874340183
Black,Black,QUEENS,Queens,0.197652589662592
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.434606626051326
White,White,MANHATTAN,Manhattan,0.4522587908802354
Latino,Latino,MANHATTAN,Manhattan,0.2902560095143428
Black,Black,MANHATTAN,Manhattan,0.2599753109362099
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.4286777990356622
White,White,BROOKLYN,Brooklyn,0.3135804367713987
Latino,Latino,BROOKLYN,Brooklyn,0.2194796235339372
Black,Black,BROOKLYN,Brooklyn,0.1920926431556382
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.4095896849811251
White,White,THE BRONX,Bronx,0.3484832245315011
Latino,Latino,THE BRONX,Bronx,0.21189105947957
Black,Black,THE BRONX,Bronx,0.2098402015391447
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.3724301811458618
White,White,%all%,%all%,0.3637791331278224
Latino,Latino,%all%,%all%,0.2385982980886354
Black,Black,%all%,%all%,0.2053212525497699
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.4255867896241877
