Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,88926,67120,0.3761481609275938
STATEN ISLAND,Staten Island,F,Female,102837,79765,0.409623214329736
QUEENS,Queens,M,Male,475596,321532,0.3678700492472855
QUEENS,Queens,F,Female,544035,379741,0.4017903157997866
MANHATTAN,Manhattan,M,Male,401595,291083,0.4487149217254298
MANHATTAN,Manhattan,F,Female,466703,349053,0.4748699496199962
BROOKLYN,Brooklyn,M,Male,427103,284129,0.3094825275374404
BROOKLYN,Brooklyn,F,Female,513535,355938,0.3336620205752177
THE BRONX,Bronx,M,Male,211745,153918,0.3146660138330267
THE BRONX,Bronx,F,Female,263545,197432,0.3388650352530702
%all%,%all%,M,Male,1604965,1117782,0.3595997730969024
%all%,%all%,F,Female,1890655,1361929,0.386440773906551
