Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3702584854648191
Latino,Latino,STATEN ISLAND,Staten Island,0.2935197093797243
Black,Black,STATEN ISLAND,Staten Island,0.2628410286251427
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.6119741290032632
White,White,QUEENS,Queens,0.4045282129648894
Latino,Latino,QUEENS,Queens,0.3890948867678633
Black,Black,QUEENS,Queens,0.2654281229382031
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.6316025090174788
White,White,MANHATTAN,Manhattan,0.5622604791577314
Latino,Latino,MANHATTAN,Manhattan,0.3979332968378968
Black,Black,MANHATTAN,Manhattan,0.3468833275694078
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.6680800761845302
White,White,BROOKLYN,Brooklyn,0.3675626920282003
Latino,Latino,BROOKLYN,Brooklyn,0.3223129389533141
Black,Black,BROOKLYN,Brooklyn,0.2634948055943394
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.6303643155213104
White,White,THE BRONX,Bronx,0.4032149243674048
Latino,Latino,THE BRONX,Bronx,0.281649217316513
Black,Black,THE BRONX,Bronx,0.2600661905514301
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.4926317084515602
White,White,%all%,%all%,0.4328368337375129
Latino,Latino,%all%,%all%,0.3380658444703931
Black,Black,%all%,%all%,0.2722680091661519
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.6299396421328066
