Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3271023754719043
Latino,Latino,STATEN ISLAND,Staten Island,0.2212143775807216
Black,Black,STATEN ISLAND,Staten Island,0.2035540833911506
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.5091154229439006
White,White,QUEENS,Queens,0.3386737116225319
Latino,Latino,QUEENS,Queens,0.2641561329126883
Black,Black,QUEENS,Queens,0.203138335261181
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.49224274601137
White,White,MANHATTAN,Manhattan,0.495488745028264
Latino,Latino,MANHATTAN,Manhattan,0.3029949831889991
Black,Black,MANHATTAN,Manhattan,0.2788843504465824
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.5509882364601326
White,White,BROOKLYN,Brooklyn,0.3142240042155901
Latino,Latino,BROOKLYN,Brooklyn,0.2307294714056224
Black,Black,BROOKLYN,Brooklyn,0.2027658796833135
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.4828438804057328
White,White,THE BRONX,Bronx,0.3395206240255243
Latino,Latino,THE BRONX,Bronx,0.2018267247139569
Black,Black,THE BRONX,Bronx,0.2006381691554179
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.3815699188942058
White,White,%all%,%all%,0.3736174372925038
Latino,Latino,%all%,%all%,0.2417450971492703
Black,Black,%all%,%all%,0.2107223602402829
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.4949685565180172
