Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2020-12-14,12/14,77,77
2020-12-15,12/15,2116,2116
2020-12-16,12/16,6626,6626
2020-12-17,12/17,11119,11119
2020-12-18,12/18,16903,16903
2020-12-19,12/19,18588,18588
2020-12-20,12/20,19692,19692
2020-12-21,12/21,25962,25962
2020-12-22,12/22,35715,35715
2020-12-23,12/23,49965,49965
2020-12-24,12/24,57202,57202
2020-12-25,12/25,57381,57381
2020-12-26,12/26,61729,61729
2020-12-27,12/27,65567,65567
2020-12-28,12/28,76520,76520
2020-12-29,12/29,87231,87231
2020-12-30,12/30,100044,100044
2020-12-31,12/31,107278,107278
2021-01-01,1/1,107442,107442
2021-01-02,1/2,111248,111248
2021-01-03,1/3,114789,114789
2021-01-04,1/4,127758,127758
2021-01-05,1/5,143779,143779
2021-01-06,1/6,165283,165283
2021-01-07,1/7,186745,186745
2021-01-08,1/8,208546,208546
2021-01-09,1/9,217635,217635
2021-01-10,1/10,226423,226423
2021-01-11,1/11,259329,259329
2021-01-12,1/12,294954,294954
2021-01-13,1/13,335758,335758
2021-01-14,1/14,376476,376476
2021-01-15,1/15,408848,408848
2021-01-16,1/16,441141,441141
2021-01-17,1/17,466422,466422
2021-01-18,1/18,495504,495504
2021-01-19,1/19,538737,538737
2021-01-20,1/20,582580,582580
2021-01-21,1/21,615640,615640
2021-01-22,1/22,644139,644139
2021-01-23,1/23,662633,662633
2021-01-24,1/24,672973,672973
2021-01-25,1/25,696999,696999
2021-01-26,1/26,723860,723860
2021-01-27,1/27,756334,756334
2021-01-28,1/28,798169,798169
2021-01-29,1/29,840770,840770
2021-01-30,1/30,862707,862707
2021-01-31,1/31,878317,878317
2021-02-01,2/1,884649,884649
2021-02-02,2/2,896640,896640
2021-02-03,2/3,933237,933237
2021-02-04,2/4,979078,979078
2021-02-05,2/5,1025672,1025672
2021-02-06,2/6,1059373,1059373
2021-02-07,2/7,1079395,1079395
2021-02-08,2/8,1119048,1119048
2021-02-09,2/9,1163660,1163660
2021-02-10,2/10,1211531,1211531
2021-02-11,2/11,1271905,1271905
2021-02-12,2/12,1339900,1339900
2021-02-13,2/13,1392467,1392467
2021-02-14,2/14,1432057,1432057
2021-02-15,2/15,1454742,1454742
2021-02-16,2/16,1494907,1494907
2021-02-17,2/17,1532457,1532457
2021-02-18,2/18,1568602,1568602
2021-02-19,2/19,1605125,1605125
2021-02-20,2/20,1642083,1642083
2021-02-21,2/21,1665680,1665680
2021-02-22,2/22,1689909,1689909
2021-02-23,2/23,1728529,1728529
2021-02-24,2/24,1784166,1784166
2021-02-25,2/25,1867736,1867736
2021-02-26,2/26,1961060,1961060
2021-02-27,2/27,2034308,2034308
2021-02-28,2/28,2092232,2092232
2021-03-01,3/1,2143171,2143171
2021-03-02,3/2,2201581,2201581
2021-03-03,3/3,2265081,2265081
2021-03-04,3/4,2347395,2347395
2021-03-05,3/5,2434193,2434193
2021-03-06,3/6,2504718,2504718
2021-03-07,3/7,2561322,2561322
2021-03-08,3/8,2623453,2623453
2021-03-09,3/9,2681873,2681873
2021-03-10,3/10,2752394,2752394
2021-03-11,3/11,2836984,2836984
2021-03-12,3/12,2921649,2921649
2021-03-13,3/13,2993210,2993210
2021-03-14,3/14,3043459,3043459
2021-03-15,3/15,3097525,3097525
2021-03-16,3/16,3159749,3159749
2021-03-17,3/17,3229709,3229709
2021-03-18,3/18,3310581,3310581
2021-03-19,3/19,3391811,3391811
2021-03-20,3/20,3459302,3459302
2021-03-21,3/21,3507697,3507697
2021-03-22,3/22,3570579,3570579
2021-03-23,3/23,3644071,3644071
2021-03-24,3/24,3726018,3726018
2021-03-25,3/25,3822606,3822606
2021-03-26,3/26,3918040,3918040
2021-03-27,3/27,3999986,3999986
2021-03-28,3/28,4060385,4060385
2021-03-29,3/29,4135005,4135005
2021-03-30,3/30,4219289,4219289
2021-03-31,3/31,4318891,4318891
2021-04-01,4/1,4432651,4432651
2021-04-02,4/2,4539789,4539789
2021-04-03,4/3,4626078,4626078
2021-04-04,4/4,4678221,4678221
2021-04-05,4/5,4762313,4762313
2021-04-06,4/6,4859433,4859433
2021-04-07,4/7,4963897,4963897
2021-04-08,4/8,5079671,5079671
2021-04-09,4/9,5193138,5193138
2021-04-10,4/10,5286586,5286586
2021-04-11,4/11,5349567,5349567
2021-04-12,4/12,5428719,5428719
2021-04-13,4/13,5505667,5505667
2021-04-14,4/14,5588316,5588316
2021-04-15,4/15,5676574,5676574
2021-04-16,4/16,5761969,5761969
2021-04-17,4/17,5831037,5831037
2021-04-18,4/18,5870449,5870449
2021-04-19,4/19,5931789,5931789
2021-04-20,4/20,5998086,5998086
2021-04-21,4/21,6068466,6068466
2021-04-22,4/22,6141972,6141972
2021-04-23,4/23,6212029,6212029
2021-04-24,4/24,6273516,6273516
2021-04-25,4/25,6311868,6311868
2021-04-26,4/26,6362905,6362905
2021-04-27,4/27,6420628,6420628
2021-04-28,4/28,6487156,6487156
2021-04-29,4/29,6556350,6556350
2021-04-30,4/30,6624300,6624300
2021-05-01,5/1,6674507,6674507
2021-05-02,5/2,6699176,6699176
2021-05-03,5/3,6735659,6735659
2021-05-04,5/4,6779245,6779245
2021-05-05,5/5,6809451,6809451
