Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,96379,80099,0.3462542687934985
STATEN ISLAND,Staten Island,F,Female,110553,93508,0.3819568405272596
QUEENS,Queens,M,Male,530574,413233,0.3742496089228785
QUEENS,Queens,F,Female,598330,476143,0.4089992009981769
MANHATTAN,Manhattan,M,Male,431834,362075,0.4741623583629858
MANHATTAN,Manhattan,F,Female,497673,423347,0.4993415845330126
BROOKLYN,Brooklyn,M,Male,471469,370541,0.3056779690379593
BROOKLYN,Brooklyn,F,Female,559483,449988,0.3338910699564966
THE BRONX,Bronx,M,Male,237186,186476,0.2795139993675985
THE BRONX,Bronx,F,Female,291260,233848,0.3101938769360949
%all%,%all%,M,Male,1767442,1412424,0.3550194141226304
%all%,%all%,F,Female,2057299,1676834,0.3847383117912618
