Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3112506212745558
Latino,Latino,STATEN ISLAND,Staten Island,0.2093684424287552
Black,Black,STATEN ISLAND,Staten Island,0.1900584140910007
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.4746663540262228
White,White,QUEENS,Queens,0.3318841493877086
Latino,Latino,QUEENS,Queens,0.2572424207097128
Black,Black,QUEENS,Queens,0.1985005407418158
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.468909208778258
White,White,MANHATTAN,Manhattan,0.4802082502466772
Latino,Latino,MANHATTAN,Manhattan,0.2961544817923661
Black,Black,MANHATTAN,Manhattan,0.2658528389770789
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.5187502709891568
White,White,BROOKLYN,Brooklyn,0.3033843708699329
Latino,Latino,BROOKLYN,Brooklyn,0.2190585078119993
Black,Black,BROOKLYN,Brooklyn,0.1936589072684868
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.450466530172077
White,White,THE BRONX,Bronx,0.3332387033342986
Latino,Latino,THE BRONX,Bronx,0.1948823442306393
Black,Black,THE BRONX,Bronx,0.1941912705362133
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.3636522723973868
White,White,%all%,%all%,0.3620513382670091
Latino,Latino,%all%,%all%,0.2337037205137833
Black,Black,%all%,%all%,0.202678974372456
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.4676186446311004
