Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3054168091338816
Latino,Latino,STATEN ISLAND,Staten Island,0.1910580112367156
Black,Black,STATEN ISLAND,Staten Island,0.1802332087464471
Asian,Asian,STATEN ISLAND,Staten Island,0.4401371876531112
White,White,QUEENS,Queens,0.2987247920743686
Latino,Latino,QUEENS,Queens,0.2128743423982999
Black,Black,QUEENS,Queens,0.1736164248950322
Asian,Asian,QUEENS,Queens,0.4083598279247889
White,White,MANHATTAN,Manhattan,0.4404977963312285
Latino,Latino,MANHATTAN,Manhattan,0.2597306506997566
Black,Black,MANHATTAN,Manhattan,0.2477938154051375
Asian,Asian,MANHATTAN,Manhattan,0.4537434673086558
White,White,BROOKLYN,Brooklyn,0.2721488460247241
Latino,Latino,BROOKLYN,Brooklyn,0.1879221549829536
Black,Black,BROOKLYN,Brooklyn,0.1747718326746654
Asian,Asian,BROOKLYN,Brooklyn,0.3900149503066851
White,White,THE BRONX,Bronx,0.3088611006519302
Latino,Latino,THE BRONX,Bronx,0.1738169367906344
Black,Black,THE BRONX,Bronx,0.1797871264273164
Asian,Asian,THE BRONX,Bronx,0.3317449348808194
White,White,%all%,%all%,0.3310089277458113
Latino,Latino,%all%,%all%,0.2020073527288031
Black,Black,%all%,%all%,0.1837726908263996
Asian,Asian,%all%,%all%,0.4088163907152706
