Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5290,4403,0.534181561143088
STATEN ISLAND,Staten Island,75to84,75 to 84,15739,13099,0.6921588460354458
STATEN ISLAND,Staten Island,65to74,65 to 74,33460,27450,0.7171178122120062
STATEN ISLAND,Staten Island,55to64,55 to 64,37585,24817,0.568350219265084
STATEN ISLAND,Staten Island,45to54,45 to 54,27673,17043,0.4312316898335723
STATEN ISLAND,Staten Island,35to44,35 to 44,20894,12737,0.3530942643728665
STATEN ISLAND,Staten Island,25to34,25 to 34,17230,10117,0.2662278465365658
STATEN ISLAND,Staten Island,18to24,18 to 24,7973,3839,0.2009726846300296
STATEN ISLAND,Staten Island,<18,<18,896,108,0.0087011459540728
STATEN ISLAND,Staten Island,%all%,%all%,166740,113613,0.3501889138347091
QUEENS,Queens,85andUp,85+,24072,19191,0.4662839460471392
QUEENS,Queens,75to84,75 to 84,64101,51103,0.5840857883509522
QUEENS,Queens,65to74,65 to 74,136005,105838,0.6515974984831856
QUEENS,Queens,55to64,55 to 64,163583,101094,0.5420541317471386
QUEENS,Queens,45to54,45 to 54,133463,78315,0.4427429851416935
QUEENS,Queens,35to44,35 to 44,119638,69101,0.3876682516758516
QUEENS,Queens,25to34,25 to 34,110038,62897,0.30355466477498
QUEENS,Queens,18to24,18 to 24,34879,18355,0.199621061418024
QUEENS,Queens,<18,<18,2797,541,0.006227027170914
QUEENS,Queens,%all%,%all%,788576,506435,0.3476460296069246
MANHATTAN,Manhattan,85andUp,85+,22967,19903,0.576689027690769
MANHATTAN,Manhattan,75to84,75 to 84,60563,53433,0.7071971036789658
MANHATTAN,Manhattan,65to74,65 to 74,108060,93424,0.7310889249170526
MANHATTAN,Manhattan,55to64,55 to 64,114561,75402,0.6299962446198822
MANHATTAN,Manhattan,45to54,45 to 54,102024,59574,0.5281641370053192
MANHATTAN,Manhattan,35to44,35 to 44,109202,61528,0.4708063499180572
MANHATTAN,Manhattan,25to34,25 to 34,152318,81802,0.4236499225220698
MANHATTAN,Manhattan,18to24,18 to 24,46810,22045,0.3250979857968583
MANHATTAN,Manhattan,<18,<18,3418,802,0.0150131637889566
MANHATTAN,Manhattan,%all%,%all%,719923,467913,0.4467630553468517
BROOKLYN,Brooklyn,85andUp,85+,19520,15227,0.382895253040408
BROOKLYN,Brooklyn,75to84,75 to 84,55176,43012,0.51730248169434
BROOKLYN,Brooklyn,65to74,65 to 74,119686,92112,0.5692746012946924
BROOKLYN,Brooklyn,55to64,55 to 64,130417,79563,0.4564264090853414
BROOKLYN,Brooklyn,45to54,45 to 54,114525,65216,0.387739279402504
BROOKLYN,Brooklyn,35to44,35 to 44,126809,69726,0.354228936327119
BROOKLYN,Brooklyn,25to34,25 to 34,143079,76208,0.3043968504875107
BROOKLYN,Brooklyn,18to24,18 to 24,33400,16812,0.1607099848668349
BROOKLYN,Brooklyn,<18,<18,2308,507,0.004013471797963
BROOKLYN,Brooklyn,%all%,%all%,744920,458383,0.290995400997616
THE BRONX,Bronx,85andUp,85+,11309,9106,0.4250835628715348
THE BRONX,Bronx,75to84,75 to 84,33385,26446,0.5766907948918822
THE BRONX,Bronx,65to74,65 to 74,69724,53814,0.6617653783906686
THE BRONX,Bronx,55to64,55 to 64,90627,58273,0.5545243317339518
THE BRONX,Bronx,45to54,45 to 54,70559,43757,0.4056606877209546
THE BRONX,Bronx,35to44,35 to 44,53199,32695,0.2968859413951977
THE BRONX,Bronx,25to34,25 to 34,41463,25439,0.1827341142163773
THE BRONX,Bronx,18to24,18 to 24,17030,8591,0.1229979673478999
THE BRONX,Bronx,<18,<18,1118,233,0.0032011805876219
THE BRONX,Bronx,%all%,%all%,388414,258354,0.2733345330796821
%all%,%all%,85andUp,85+,83158,67830,0.4647308006125028
%all%,%all%,75to84,75 to 84,228964,187093,0.5983256010013416
%all%,%all%,65to74,65 to 74,466935,372638,0.6496080245410722
%all%,%all%,55to64,55 to 64,536773,339149,0.5373509656881916
%all%,%all%,45to54,45 to 54,448244,263905,0.435998120781607
%all%,%all%,35to44,35 to 44,429742,245787,0.3779925517149175
%all%,%all%,25to34,25 to 34,464128,256463,0.3128181659487538
%all%,%all%,18to24,18 to 24,140092,69642,0.1988048818329355
%all%,%all%,<18,<18,10537,2191,0.0061832421123431
%all%,%all%,%all%,%all%,2808573,1804698,0.3368879273708419
