Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,76089,50887,0.2199757921583885
STATEN ISLAND,Staten Island,F,Female,89964,62198,0.2540633054617198
QUEENS,Queens,M,Male,357435,225928,0.2046145047581584
QUEENS,Queens,F,Female,419808,272222,0.2338343323205964
MANHATTAN,Manhattan,M,Male,325041,205715,0.2693980792671177
MANHATTAN,Manhattan,F,Female,387649,257436,0.3036480715721161
BROOKLYN,Brooklyn,M,Male,327654,196259,0.1619039526676423
BROOKLYN,Brooklyn,F,Female,406877,254677,0.1889703192603151
THE BRONX,Bronx,M,Male,170116,111976,0.1678439026640759
THE BRONX,Bronx,F,Female,216770,145512,0.1930182486945581
%all%,%all%,M,Male,1256335,790765,0.1987625012097513
%all%,%all%,F,Female,1521068,992045,0.2276180698393296
