Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5520,4704,0.4750075734625872
STATEN ISLAND,Staten Island,75to84,75 to 84,16284,14026,0.6168257179295484
STATEN ISLAND,Staten Island,65to74,65 to 74,34841,29622,0.634861441522536
STATEN ISLAND,Staten Island,55to64,55 to 64,40735,30218,0.4569484349009528
STATEN ISLAND,Staten Island,45to54,45 to 54,31093,20625,0.3214018575079474
STATEN ISLAND,Staten Island,35to44,35 to 44,24075,15162,0.256227397167675
STATEN ISLAND,Staten Island,25to34,25 to 34,20419,12204,0.1885690446391323
STATEN ISLAND,Staten Island,18to24,18 to 24,10991,4953,0.1248485773200221
STATEN ISLAND,Staten Island,<18,<18,1809,160,0.0015537760632273
STATEN ISLAND,Staten Island,%all%,%all%,185767,131674,0.2765429713342419
QUEENS,Queens,85andUp,85+,25843,21426,0.4150299031242109
QUEENS,Queens,75to84,75 to 84,68662,57137,0.5206300945228368
QUEENS,Queens,65to74,65 to 74,146511,119950,0.5746782834679468
QUEENS,Queens,55to64,55 to 64,188781,131385,0.4353617558034624
QUEENS,Queens,45to54,45 to 54,163516,100484,0.3333402225259281
QUEENS,Queens,35to44,35 to 44,150911,87396,0.2831930868408259
QUEENS,Queens,25to34,25 to 34,145504,79898,0.2204094095329918
QUEENS,Queens,18to24,18 to 24,55943,23979,0.1372376912108374
QUEENS,Queens,<18,<18,8279,841,0.0018723381661561
QUEENS,Queens,%all%,%all%,953950,622496,0.2744291772082743
MANHATTAN,Manhattan,85andUp,85+,23778,20933,0.5256163807485028
MANHATTAN,Manhattan,75to84,75 to 84,62462,56053,0.654533613799136
MANHATTAN,Manhattan,65to74,65 to 74,112326,99503,0.6731958291321626
MANHATTAN,Manhattan,55to64,55 to 64,125388,94789,0.5212656491412786
MANHATTAN,Manhattan,45to54,45 to 54,117280,76852,0.3978521745582685
MANHATTAN,Manhattan,35to44,35 to 44,129989,77916,0.3359219387943018
MANHATTAN,Manhattan,25to34,25 to 34,191665,104458,0.2905344319568952
MANHATTAN,Manhattan,18to24,18 to 24,66215,29608,0.205629163928079
MANHATTAN,Manhattan,<18,<18,7096,1263,0.0055475792467677
MANHATTAN,Manhattan,%all%,%all%,836199,561375,0.3483728262541117
BROOKLYN,Brooklyn,85andUp,85+,20907,16727,0.3281090623774029
BROOKLYN,Brooklyn,75to84,75 to 84,58675,47538,0.4456924274102062
BROOKLYN,Brooklyn,65to74,65 to 74,127889,102935,0.4896001293741052
BROOKLYN,Brooklyn,55to64,55 to 64,148394,102269,0.3579155511225437
BROOKLYN,Brooklyn,45to54,45 to 54,136681,83853,0.2838952350642931
BROOKLYN,Brooklyn,35to44,35 to 44,155662,88740,0.2478867888688385
BROOKLYN,Brooklyn,25to34,25 to 34,186664,98071,0.2086435013115877
BROOKLYN,Brooklyn,18to24,18 to 24,51855,21903,0.1053901436688109
BROOKLYN,Brooklyn,<18,<18,6306,771,0.0013407221647441
BROOKLYN,Brooklyn,%all%,%all%,893033,562807,0.2198548148113425
THE BRONX,Bronx,85andUp,85+,12073,10187,0.3829097404697432
THE BRONX,Bronx,75to84,75 to 84,35226,29756,0.5140036331526988
THE BRONX,Bronx,65to74,65 to 74,73932,61322,0.5820202015614792
THE BRONX,Bronx,55to64,55 to 64,100724,74680,0.4569485594126642
THE BRONX,Bronx,45to54,45 to 54,81938,55880,0.3212675807458573
THE BRONX,Bronx,35to44,35 to 44,63722,40929,0.2284111486186591
THE BRONX,Bronx,25to34,25 to 34,51415,31811,0.1401961967859822
THE BRONX,Bronx,18to24,18 to 24,24527,12042,0.0869724910630306
THE BRONX,Bronx,<18,<18,3110,385,0.0011023743526247
THE BRONX,Bronx,%all%,%all%,446667,316992,0.223073473947887
%all%,%all%,85andUp,85+,88121,73977,0.4134225262381384
%all%,%all%,75to84,75 to 84,241309,204510,0.5344227418318356
%all%,%all%,65to74,65 to 74,495499,413332,0.5750346065289826
%all%,%all%,55to64,55 to 64,604022,433341,0.4338075961761987
%all%,%all%,45to54,45 to 54,530508,337694,0.3284683105612658
%all%,%all%,35to44,35 to 44,524359,310143,0.2727956400968946
%all%,%all%,25to34,25 to 34,595667,326442,0.2200190200303431
%all%,%all%,18to24,18 to 24,209531,92485,0.1312456778140011
%all%,%all%,<18,<18,26600,3420,0.0020068983604644
%all%,%all%,%all%,%all%,3315616,2195344,0.2633311970263951
