Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,91800,70005,0.3968356892750616
STATEN ISLAND,Staten Island,F,Female,105899,82946,0.4325709827500991
QUEENS,Queens,M,Male,497280,345400,0.4503678203947144
QUEENS,Queens,F,Female,565489,405001,0.485745982138261
MANHATTAN,Manhattan,M,Male,413598,309790,0.5416353051003638
MANHATTAN,Manhattan,F,Female,478764,368526,0.5647064332034082
BROOKLYN,Brooklyn,M,Male,442616,307219,0.3651362735667723
BROOKLYN,Brooklyn,F,Female,529772,381137,0.3930907933389181
THE BRONX,Bronx,M,Male,220654,161479,0.3307443425237461
THE BRONX,Bronx,F,Female,273218,206203,0.3624172568023929
%all%,%all%,M,Male,1665948,1193893,0.4187438636831205
%all%,%all%,F,Female,1953142,1443813,0.4481353287019518
