Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.4139420732810203
Latino,Latino,STATEN ISLAND,Staten Island,0.3371351790267165
Black,Black,STATEN ISLAND,Staten Island,0.2890887081982871
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.6712181538909668
White,White,QUEENS,Queens,0.4291667393029755
Latino,Latino,QUEENS,Queens,0.3963485237972781
Black,Black,QUEENS,Queens,0.2762942276659464
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.654084459664325
White,White,MANHATTAN,Manhattan,0.5831429437195804
Latino,Latino,MANHATTAN,Manhattan,0.4038771779163519
Black,Black,MANHATTAN,Manhattan,0.3574914957066221
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.6627117510078364
White,White,BROOKLYN,Brooklyn,0.4309140043546533
Latino,Latino,BROOKLYN,Brooklyn,0.3407484882754782
Black,Black,BROOKLYN,Brooklyn,0.2770448653922029
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.6640897710986838
White,White,THE BRONX,Bronx,0.4289081452340594
Latino,Latino,THE BRONX,Bronx,0.3001887623650516
Black,Black,THE BRONX,Bronx,0.2810956772496493
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.519653796042426
White,White,%all%,%all%,0.4752639279268796
Latino,Latino,%all%,%all%,0.3536175451703452
Black,Black,%all%,%all%,0.2872859370825614
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.6527629435222428
