Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.2435925002908094
Latino,Latino,STATEN ISLAND,Staten Island,0.1315124438728311
Black,Black,STATEN ISLAND,Staten Island,0.1301671851570019
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.2982980635832503
White,White,QUEENS,Queens,0.2375336852523804
Latino,Latino,QUEENS,Queens,0.152435369054455
Black,Black,QUEENS,Queens,0.134774895795349
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.2978420253314556
White,White,MANHATTAN,Manhattan,0.339599972606526
Latino,Latino,MANHATTAN,Manhattan,0.1927207067315209
Black,Black,MANHATTAN,Manhattan,0.1798048432815209
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.2969540544193467
White,White,BROOKLYN,Brooklyn,0.2007685377597029
Latino,Latino,BROOKLYN,Brooklyn,0.1334459424535694
Black,Black,BROOKLYN,Brooklyn,0.1292632647319445
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.2625822484097338
White,White,THE BRONX,Bronx,0.2531910945263293
Latino,Latino,THE BRONX,Bronx,0.1298938233884592
Black,Black,THE BRONX,Bronx,0.1368952178737836
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.2520381083815562
White,White,%all%,%all%,0.2551178683179865
Latino,Latino,%all%,%all%,0.1471717575992639
Black,Black,%all%,%all%,0.1377743382800759
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.2864202094286672
