Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5460,4650,0.4695546803998788
STATEN ISLAND,Staten Island,75to84,75 to 84,16145,13860,0.6095254848498176
STATEN ISLAND,Staten Island,65to74,65 to 74,34565,29266,0.627231616622731
STATEN ISLAND,Staten Island,55to64,55 to 64,40049,29116,0.440284288522607
STATEN ISLAND,Staten Island,45to54,45 to 54,30427,19679,0.3066602256435829
STATEN ISLAND,Staten Island,35to44,35 to 44,23406,14583,0.2464426944266063
STATEN ISLAND,Staten Island,25to34,25 to 34,19828,11743,0.1814459432315085
STATEN ISLAND,Staten Island,18to24,18 to 24,10386,4693,0.1182948462271076
STATEN ISLAND,Staten Island,<18,<18,1658,141,0.001369265155719
STATEN ISLAND,Staten Island,%all%,%all%,181924,127731,0.2682618457060167
QUEENS,Queens,85andUp,85+,25313,20892,0.4046861166839828
QUEENS,Queens,75to84,75 to 84,67367,55722,0.507736670231225
QUEENS,Queens,65to74,65 to 74,143790,116898,0.5600562065930474
QUEENS,Queens,55to64,55 to 64,182959,124988,0.4141644414077952
QUEENS,Queens,45to54,45 to 54,156978,94884,0.3147630834177596
QUEENS,Queens,35to44,35 to 44,144292,82805,0.2683166684499816
QUEENS,Queens,25to34,25 to 34,138529,75740,0.2089390057076372
QUEENS,Queens,18to24,18 to 24,51275,22658,0.1296772846013242
QUEENS,Queens,<18,<18,7043,767,0.0017075902181234
QUEENS,Queens,%all%,%all%,917546,595354,0.2624635473443282
MANHATTAN,Manhattan,85andUp,85+,23489,20669,0.5189874826203033
MANHATTAN,Manhattan,75to84,75 to 84,61932,55477,0.6478076337169226
MANHATTAN,Manhattan,65to74,65 to 74,111108,98074,0.6635278106821674
MANHATTAN,Manhattan,55to64,55 to 64,122807,90302,0.4965906449984254
MANHATTAN,Manhattan,45to54,45 to 54,114277,72150,0.3735105708944344
MANHATTAN,Manhattan,35to44,35 to 44,126394,73745,0.3179393626005671
MANHATTAN,Manhattan,25to34,25 to 34,186040,99405,0.2764802620065019
MANHATTAN,Manhattan,18to24,18 to 24,63021,28255,0.1962325056332029
MANHATTAN,Manhattan,<18,<18,6479,1160,0.0050951638370947
MANHATTAN,Manhattan,%all%,%all%,815547,539237,0.3346346340873541
BROOKLYN,Brooklyn,85andUp,85+,20434,16398,0.3216555511965477
BROOKLYN,Brooklyn,75to84,75 to 84,57666,46579,0.4367013247578778
BROOKLYN,Brooklyn,65to74,65 to 74,125734,100582,0.4784083179939404
BROOKLYN,Brooklyn,55to64,55 to 64,144036,97143,0.3399758517507481
BROOKLYN,Brooklyn,45to54,45 to 54,131894,78962,0.2673361185783063
BROOKLYN,Brooklyn,35to44,35 to 44,150255,83727,0.2338834479560654
BROOKLYN,Brooklyn,25to34,25 to 34,179292,92702,0.1972210934790795
BROOKLYN,Brooklyn,18to24,18 to 24,47856,20881,0.1004726105989335
BROOKLYN,Brooklyn,<18,<18,5371,720,0.0012520362627961
BROOKLYN,Brooklyn,%all%,%all%,862538,537694,0.2100446774741074
THE BRONX,Bronx,85andUp,85+,11791,9933,0.3733623689099793
THE BRONX,Bronx,75to84,75 to 84,34632,29035,0.5015491157611442
THE BRONX,Bronx,65to74,65 to 74,72757,59787,0.5674511886558846
THE BRONX,Bronx,55to64,55 to 64,98072,70953,0.4341439627210332
THE BRONX,Bronx,45to54,45 to 54,79009,52955,0.3044510511524136
THE BRONX,Bronx,35to44,35 to 44,61157,39110,0.2182599140578992
THE BRONX,Bronx,25to34,25 to 34,49162,30405,0.1339997284988774
THE BRONX,Bronx,18to24,18 to 24,22790,11466,0.0828123719090441
THE BRONX,Bronx,<18,<18,2586,337,0.0009649354722975
THE BRONX,Bronx,%all%,%all%,431956,303981,0.213917378622024
%all%,%all%,85andUp,85+,86487,72542,0.4054029887447049
%all%,%all%,75to84,75 to 84,237742,200673,0.5243959457807438
%all%,%all%,65to74,65 to 74,487954,404607,0.5628962360617422
%all%,%all%,55to64,55 to 64,587923,412502,0.412946157963069
%all%,%all%,45to54,45 to 54,512585,318630,0.3099251327951818
%all%,%all%,35to44,35 to 44,505504,293970,0.2585701896198982
%all%,%all%,25to34,25 to 34,572851,309995,0.2089338875337923
%all%,%all%,18to24,18 to 24,195328,87953,0.1248143061120705
%all%,%all%,<18,<18,23137,3125,0.0018337887065647
%all%,%all%,%all%,%all%,3209511,2103997,0.252374137515553
