Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.2415162976618927
Latino,Latino,STATEN ISLAND,Staten Island,0.1292222297434509
Black,Black,STATEN ISLAND,Staten Island,0.1286452854680961
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.293960177423452
White,White,QUEENS,Queens,0.2336552009799304
Latino,Latino,QUEENS,Queens,0.1494289304146386
Black,Black,QUEENS,Queens,0.1330773064512354
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.2928000801733286
White,White,MANHATTAN,Manhattan,0.3333643170845639
Latino,Latino,MANHATTAN,Manhattan,0.1894402082122754
Black,Black,MANHATTAN,Manhattan,0.1777538184437104
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.2903191459294486
White,White,BROOKLYN,Brooklyn,0.1975739109371614
Latino,Latino,BROOKLYN,Brooklyn,0.1309856330334788
Black,Black,BROOKLYN,Brooklyn,0.1275147049929926
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.2583592516762265
White,White,THE BRONX,Bronx,0.2500735741832957
Latino,Latino,THE BRONX,Bronx,0.1279996756086238
Black,Black,THE BRONX,Bronx,0.135205183433495
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.2496042084238958
White,White,%all%,%all%,0.2510343120147235
Latino,Latino,%all%,%all%,0.1446238844028899
Black,Black,%all%,%all%,0.1360228233675531
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.2814803646438755
