Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5435,4624,0.466929213369686
STATEN ISLAND,Staten Island,75to84,75 to 84,16109,13787,0.6063151413870442
STATEN ISLAND,Staten Island,65to74,65 to 74,34450,29094,0.6235452967273196
STATEN ISLAND,Staten Island,55to64,55 to 64,39817,28656,0.4333282927566914
STATEN ISLAND,Staten Island,45to54,45 to 54,30176,19388,0.3021255376176526
STATEN ISLAND,Staten Island,35to44,35 to 44,23148,14379,0.2429952343934836
STATEN ISLAND,Staten Island,25to34,25 to 34,19581,11570,0.1787728487770207
STATEN ISLAND,Staten Island,18to24,18 to 24,10181,4587,0.1156229404738424
STATEN ISLAND,Staten Island,<18,<18,1592,131,0.0012721541517673
STATEN ISLAND,Staten Island,%all%,%all%,180489,126216,0.2650800284788392
QUEENS,Queens,85andUp,85+,25065,20726,0.4014706325096797
QUEENS,Queens,75to84,75 to 84,66727,55277,0.5036818477508244
QUEENS,Queens,65to74,65 to 74,142256,115919,0.555365835275706
QUEENS,Queens,55to64,55 to 64,179066,122563,0.4061288798305725
QUEENS,Queens,45to54,45 to 54,152366,92763,0.3077269919805408
QUEENS,Queens,35to44,35 to 44,139408,80996,0.2624548865137939
QUEENS,Queens,25to34,25 to 34,132632,73917,0.2039100143238899
QUEENS,Queens,18to24,18 to 24,47688,22150,0.1267698761549709
QUEENS,Queens,<18,<18,6042,728,0.0016207635968628
QUEENS,Queens,%all%,%all%,891250,585039,0.2579161495089954
MANHATTAN,Manhattan,85andUp,85+,23478,20622,0.5178073378777828
MANHATTAN,Manhattan,75to84,75 to 84,61797,55310,0.645857566575031
MANHATTAN,Manhattan,65to74,65 to 74,110778,97631,0.6605306573068366
MANHATTAN,Manhattan,55to64,55 to 64,121817,88561,0.487016501425279
MANHATTAN,Manhattan,45to54,45 to 54,112476,70179,0.3633069765045116
MANHATTAN,Manhattan,35to44,35 to 44,123539,71718,0.3092002875718689
MANHATTAN,Manhattan,25to34,25 to 34,180242,96348,0.2679776699743719
MANHATTAN,Manhattan,18to24,18 to 24,60606,27299,0.1895930338446579
MANHATTAN,Manhattan,<18,<18,5955,1078,0.0047349884624035
MANHATTAN,Manhattan,%all%,%all%,800688,528746,0.3281242278166227
BROOKLYN,Brooklyn,85andUp,85+,20281,16314,0.3200078462142017
BROOKLYN,Brooklyn,75to84,75 to 84,57281,46294,0.4340293078069773
BROOKLYN,Brooklyn,65to74,65 to 74,124709,99837,0.474864799303663
BROOKLYN,Brooklyn,55to64,55 to 64,141828,95540,0.3343657584825101
BROOKLYN,Brooklyn,45to54,45 to 54,128933,77425,0.2621324052192873
BROOKLYN,Brooklyn,35to44,35 to 44,145884,81961,0.2289502941455811
BROOKLYN,Brooklyn,25to34,25 to 34,171519,90415,0.1923555604723843
BROOKLYN,Brooklyn,18to24,18 to 24,45058,20381,0.0980667725021246
BROOKLYN,Brooklyn,<18,<18,4594,691,0.0012016070244334
BROOKLYN,Brooklyn,%all%,%all%,840087,528858,0.2065929841872915
THE BRONX,Bronx,85andUp,85+,11723,9844,0.3700170300563612
THE BRONX,Bronx,75to84,75 to 84,34481,28847,0.4983016133067584
THE BRONX,Bronx,65to74,65 to 74,72377,59299,0.562819476409676
THE BRONX,Bronx,55to64,55 to 64,97221,69824,0.4272358892933833
THE BRONX,Bronx,45to54,45 to 54,77964,52068,0.2993514744859574
THE BRONX,Bronx,35to44,35 to 44,60203,38535,0.2150510301258284
THE BRONX,Bronx,25to34,25 to 34,48258,29890,0.1317300406127757
THE BRONX,Bronx,18to24,18 to 24,22094,11282,0.0814834449570761
THE BRONX,Bronx,<18,<18,2352,327,0.0009363023722293
THE BRONX,Bronx,%all%,%all%,426673,299916,0.2110567585697888
%all%,%all%,85andUp,85+,85982,72130,0.4031005152622696
%all%,%all%,75to84,75 to 84,236395,199515,0.5213698759795544
%all%,%all%,65to74,65 to 74,484570,401780,0.5589632649086318
%all%,%all%,55to64,55 to 64,579749,405144,0.4055802353001674
%all%,%all%,45to54,45 to 54,501915,311823,0.3033040978049523
%all%,%all%,35to44,35 to 44,492182,287589,0.2529575884022074
%all%,%all%,25to34,25 to 34,552232,302140,0.2036396870254681
%all%,%all%,18to24,18 to 24,185627,85699,0.1216156494889126
%all%,%all%,<18,<18,20535,2955,0.0017340306009276
%all%,%all%,%all%,%all%,3139187,2068775,0.2481492636818105
