Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,96860,81061,0.4187092033026413
STATEN ISLAND,Staten Island,F,Female,111070,94449,0.4536932270753596
QUEENS,Queens,M,Male,533748,419423,0.4833955184202824
QUEENS,Queens,F,Female,601511,482197,0.5166883024461442
MANHATTAN,Manhattan,M,Male,433849,366223,0.568155396018568
MANHATTAN,Manhattan,F,Female,499738,427665,0.5894454543704306
BROOKLYN,Brooklyn,M,Male,474408,376093,0.3913630986459264
BROOKLYN,Brooklyn,F,Female,562761,455808,0.4175686294296469
THE BRONX,Bronx,M,Male,239095,189186,0.3583860640446811
THE BRONX,Bronx,F,Female,293188,236598,0.3889069925384856
%all%,%all%,M,Male,1777960,1431986,0.4468986066035921
%all%,%all%,F,Female,2068268,1696717,0.4745502170470598
