Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3587953089805458
Latino,Latino,STATEN ISLAND,Staten Island,0.2730318824883233
Black,Black,STATEN ISLAND,Staten Island,0.248673932991652
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.5880180549856382
White,White,QUEENS,Queens,0.3917428577753056
Latino,Latino,QUEENS,Queens,0.3569546633724313
Black,Black,QUEENS,Queens,0.2518987761625656
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.6001443607500612
White,White,MANHATTAN,Manhattan,0.548961322068211
Latino,Latino,MANHATTAN,Manhattan,0.3715054242377866
Black,Black,MANHATTAN,Manhattan,0.3308853338344857
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.6443353851029262
White,White,BROOKLYN,Brooklyn,0.3567751161199574
Latino,Latino,BROOKLYN,Brooklyn,0.2965561870579455
Black,Black,BROOKLYN,Brooklyn,0.2487714067097365
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.5983339324508072
White,White,THE BRONX,Bronx,0.3913855363991016
Latino,Latino,THE BRONX,Bronx,0.2588784558425974
Black,Black,THE BRONX,Bronx,0.2456863285465602
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.4619231409006536
White,White,%all%,%all%,0.4207916103648952
Latino,Latino,%all%,%all%,0.3116995861511229
Black,Black,%all%,%all%,0.2577635159115107
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.5999479589702684
