Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.295575115178134
Latino,Latino,STATEN ISLAND,Staten Island,0.1800469324668878
Black,Black,STATEN ISLAND,Staten Island,0.1710570488574562
Asian,Asian,STATEN ISLAND,Staten Island,0.4094659480646742
White,White,QUEENS,Queens,0.2836467193660318
Latino,Latino,QUEENS,Queens,0.1966123136951761
Black,Black,QUEENS,Queens,0.1639616912621555
Asian,Asian,QUEENS,Queens,0.3810942193090353
White,White,MANHATTAN,Manhattan,0.4198709593152077
Latino,Latino,MANHATTAN,Manhattan,0.2452528153065243
Black,Black,MANHATTAN,Manhattan,0.2358028238533526
Asian,Asian,MANHATTAN,Manhattan,0.4166048854540445
White,White,BROOKLYN,Brooklyn,0.2581772672607589
Latino,Latino,BROOKLYN,Brooklyn,0.1737061150060267
Black,Black,BROOKLYN,Brooklyn,0.1648655186648892
Asian,Asian,BROOKLYN,Brooklyn,0.3579893247914949
White,White,THE BRONX,Bronx,0.2948283524411822
Latino,Latino,THE BRONX,Bronx,0.1621713436209713
Black,Black,THE BRONX,Bronx,0.1708124607788869
Asian,Asian,THE BRONX,Bronx,0.3129438419738479
White,White,%all%,%all%,0.3153410023057626
Latino,Latino,%all%,%all%,0.1881795188130006
Black,Black,%all%,%all%,0.1739224732836468
Asian,Asian,%all%,%all%,0.3789425019412371
