Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2020-12-14,12/14,77,77
2020-12-15,12/15,2116,2116
2020-12-16,12/16,6630,6630
2020-12-17,12/17,11125,11125
2020-12-18,12/18,16910,16910
2020-12-19,12/19,18595,18595
2020-12-20,12/20,19699,19699
2020-12-21,12/21,25970,25970
2020-12-22,12/22,35723,35723
2020-12-23,12/23,49976,49976
2020-12-24,12/24,57213,57213
2020-12-25,12/25,57392,57392
2020-12-26,12/26,61740,61740
2020-12-27,12/27,65579,65579
2020-12-28,12/28,76534,76534
2020-12-29,12/29,87245,87245
2020-12-30,12/30,100056,100056
2020-12-31,12/31,107290,107290
2021-01-01,1/1,107456,107456
2021-01-02,1/2,111268,111268
2021-01-03,1/3,114809,114809
2021-01-04,1/4,127779,127779
2021-01-05,1/5,143799,143799
2021-01-06,1/6,165306,165306
2021-01-07,1/7,186762,186762
2021-01-08,1/8,208568,208568
2021-01-09,1/9,217654,217654
2021-01-10,1/10,226441,226441
2021-01-11,1/11,259349,259349
2021-01-12,1/12,294973,294973
2021-01-13,1/13,335786,335786
2021-01-14,1/14,376506,376506
2021-01-15,1/15,408887,408887
2021-01-16,1/16,441186,441186
2021-01-17,1/17,466465,466465
2021-01-18,1/18,495549,495549
2021-01-19,1/19,538779,538779
2021-01-20,1/20,582619,582619
2021-01-21,1/21,615681,615681
2021-01-22,1/22,644176,644176
2021-01-23,1/23,662672,662672
2021-01-24,1/24,673011,673011
2021-01-25,1/25,697032,697032
2021-01-26,1/26,723893,723893
2021-01-27,1/27,756380,756380
2021-01-28,1/28,798214,798214
2021-01-29,1/29,840812,840812
2021-01-30,1/30,862751,862751
2021-01-31,1/31,878360,878360
2021-02-01,2/1,884697,884697
2021-02-02,2/2,896692,896692
2021-02-03,2/3,933288,933288
2021-02-04,2/4,979127,979127
2021-02-05,2/5,1025723,1025723
2021-02-06,2/6,1059492,1059492
2021-02-07,2/7,1079513,1079513
2021-02-08,2/8,1119160,1119160
2021-02-09,2/9,1163767,1163767
2021-02-10,2/10,1211737,1211737
2021-02-11,2/11,1272119,1272119
2021-02-12,2/12,1340133,1340133
2021-02-13,2/13,1392744,1392744
2021-02-14,2/14,1432337,1432337
2021-02-15,2/15,1455034,1455034
2021-02-16,2/16,1495194,1495194
2021-02-17,2/17,1532741,1532741
2021-02-18,2/18,1568882,1568882
2021-02-19,2/19,1605400,1605400
2021-02-20,2/20,1642346,1642346
2021-02-21,2/21,1665949,1665949
2021-02-22,2/22,1690188,1690188
2021-02-23,2/23,1728831,1728831
2021-02-24,2/24,1784478,1784478
2021-02-25,2/25,1868065,1868065
2021-02-26,2/26,1961427,1961427
2021-02-27,2/27,2034680,2034680
2021-02-28,2/28,2092605,2092605
2021-03-01,3/1,2143560,2143560
2021-03-02,3/2,2201988,2201988
2021-03-03,3/3,2265513,2265513
2021-03-04,3/4,2347868,2347868
2021-03-05,3/5,2434777,2434777
2021-03-06,3/6,2505376,2505376
2021-03-07,3/7,2562066,2562066
2021-03-08,3/8,2624232,2624232
2021-03-09,3/9,2682670,2682670
2021-03-10,3/10,2753207,2753207
2021-03-11,3/11,2837825,2837825
2021-03-12,3/12,2922502,2922502
2021-03-13,3/13,2994053,2994053
2021-03-14,3/14,3044629,3044629
2021-03-15,3/15,3098728,3098728
2021-03-16,3/16,3161036,3161036
2021-03-17,3/17,3231012,3231012
2021-03-18,3/18,3311915,3311915
2021-03-19,3/19,3393153,3393153
2021-03-20,3/20,3460700,3460700
2021-03-21,3/21,3509095,3509095
2021-03-22,3/22,3572012,3572012
2021-03-23,3/23,3645580,3645580
2021-03-24,3/24,3727537,3727537
2021-03-25,3/25,3824191,3824191
2021-03-26,3/26,3919698,3919698
2021-03-27,3/27,4001642,4001642
2021-03-28,3/28,4062052,4062052
2021-03-29,3/29,4136720,4136720
2021-03-30,3/30,4221006,4221006
2021-03-31,3/31,4320646,4320646
2021-04-01,4/1,4434421,4434421
2021-04-02,4/2,4541679,4541679
2021-04-03,4/3,4627998,4627998
2021-04-04,4/4,4680180,4680180
2021-04-05,4/5,4764404,4764404
2021-04-06,4/6,4861661,4861661
2021-04-07,4/7,4966284,4966284
2021-04-08,4/8,5082234,5082234
2021-04-09,4/9,5195726,5195726
2021-04-10,4/10,5289402,5289402
2021-04-11,4/11,5356552,5356552
2021-04-12,4/12,5440154,5440154
2021-04-13,4/13,5521277,5521277
2021-04-14,4/14,5606070,5606070
2021-04-15,4/15,5696477,5696477
2021-04-16,4/16,5784379,5784379
2021-04-17,4/17,5856298,5856298
2021-04-18,4/18,5895743,5895743
2021-04-19,4/19,5957163,5957163
2021-04-20,4/20,6023889,6023889
2021-04-21,4/21,6094380,6094380
2021-04-22,4/22,6167960,6167960
2021-04-23,4/23,6238145,6238145
2021-04-24,4/24,6299678,6299678
2021-04-25,4/25,6338051,6338051
2021-04-26,4/26,6389907,6389907
2021-04-27,4/27,6451153,6451153
2021-04-28,4/28,6518169,6518169
2021-04-29,4/29,6587760,6587760
2021-04-30,4/30,6656134,6656134
2021-05-01,5/1,6717227,6717227
2021-05-02,5/2,6760543,6760543
2021-05-03,5/3,6825866,6825866
2021-05-04,5/4,6897178,6897178
2021-05-05,5/5,6958964,6958964
2021-05-06,5/6,7023171,7023171
2021-05-07,5/7,7089898,7089898
2021-05-08,5/8,7139409,7139409
2021-05-09,5/9,7163720,7163720
2021-05-10,5/10,7202726,7202726
2021-05-11,5/11,7228161,7228161
