Date-value,Date-alias,SUM(Total Doses Administered (daily))-value,SUM(Total Doses Administered (daily))-alias
2021-04-16,4/16,44654,44654
2021-04-15,4/15,63773,63773
2021-04-14,4/14,69828,69828
2021-04-13,4/13,64680,64680
2021-04-12,4/12,65104,65104
2021-04-11,4/11,50427,50427
2021-04-10,4/10,91408,91408
2021-04-09,4/9,110638,110638
2021-04-08,4/8,112397,112397
2021-04-07,4/7,101676,101676
2021-04-06,4/6,95068,95068
2021-04-05,4/5,83102,83102
2021-04-04,4/4,51614,51614
2021-04-03,4/3,84627,84627
2021-04-02,4/2,106117,106117
2021-04-01,4/1,111731,111731
2021-03-31,3/31,98457,98457
2021-03-30,3/30,83274,83274
2021-03-29,3/29,74358,74358
2021-03-28,3/28,60271,60271
2021-03-27,3/27,81550,81550
2021-03-26,3/26,94953,94953
2021-03-25,3/25,95968,95968
2021-03-24,3/24,81518,81518
2021-03-23,3/23,73274,73274
2021-03-22,3/22,62720,62720
2021-03-21,3/21,48101,48101
2021-03-20,3/20,66881,66881
2021-03-19,3/19,80824,80824
2021-03-18,3/18,81438,81438
2021-03-17,3/17,69757,69757
2021-03-16,3/16,61948,61948
2021-03-15,3/15,53838,53838
2021-03-14,3/14,49780,49780
2021-03-13,3/13,70980,70980
2021-03-12,3/12,84083,84083
2021-03-11,3/11,83821,83821
2021-03-10,3/10,70149,70149
2021-03-09,3/9,58072,58072
2021-03-08,3/8,61676,61676
2021-03-07,3/7,56300,56300
2021-03-06,3/6,70158,70158
2021-03-05,3/5,86113,86113
2021-03-04,3/4,81906,81906
2021-03-03,3/3,63251,63251
2021-03-02,3/2,58193,58193
2021-03-01,3/1,50620,50620
2021-02-28,2/28,57851,57851
2021-02-27,2/27,73078,73078
2021-02-26,2/26,93040,93040
2021-02-25,2/25,83509,83509
2021-02-24,2/24,55578,55578
2021-02-23,2/23,38559,38559
2021-02-22,2/22,24159,24159
2021-02-21,2/21,23614,23614
2021-02-20,2/20,36929,36929
2021-02-19,2/19,36324,36324
2021-02-18,2/18,35991,35991
2021-02-17,2/17,37354,37354
2021-02-16,2/16,39944,39944
2021-02-15,2/15,22505,22505
2021-02-14,2/14,39451,39451
2021-02-13,2/13,52177,52177
2021-02-12,2/12,67789,67789
2021-02-11,2/11,60347,60347
2021-02-10,2/10,47851,47851
2021-02-09,2/9,44591,44591
2021-02-08,2/8,39617,39617
2021-02-07,2/7,20011,20011
2021-02-06,2/6,33658,33658
2021-02-05,2/5,46548,46548
2021-02-04,2/4,45722,45722
2021-02-03,2/3,36573,36573
2021-02-02,2/2,11949,11949
2021-02-01,2/1,6323,6323
2021-01-31,1/31,15606,15606
2021-01-30,1/30,21932,21932
2021-01-29,1/29,42577,42577
2021-01-28,1/28,41821,41821
2021-01-27,1/27,32459,32459
2021-01-26,1/26,26859,26859
2021-01-25,1/25,24021,24021
2021-01-24,1/24,10340,10340
2021-01-23,1/23,18489,18489
2021-01-22,1/22,28486,28486
2021-01-21,1/21,33061,33061
2021-01-20,1/20,43837,43837
2021-01-19,1/19,43207,43207
2021-01-18,1/18,29068,29068
2021-01-17,1/17,25245,25245
2021-01-16,1/16,32284,32284
2021-01-15,1/15,32357,32357
2021-01-14,1/14,40705,40705
2021-01-13,1/13,40797,40797
2021-01-12,1/12,35623,35623
2021-01-11,1/11,32906,32906
2021-01-10,1/10,8775,8775
2021-01-09,1/9,9084,9084
2021-01-08,1/8,21788,21788
2021-01-07,1/7,21430,21430
2021-01-06,1/6,21503,21503
2021-01-05,1/5,16020,16020
2021-01-04,1/4,12963,12963
2021-01-03,1/3,3541,3541
2021-01-02,1/2,3805,3805
2021-01-01,1/1,164,164
2020-12-31,12/31,7234,7234
2020-12-30,12/30,12795,12795
2020-12-29,12/29,10671,10671
2020-12-28,12/28,10944,10944
2020-12-27,12/27,3837,3837
2020-12-26,12/26,4348,4348
2020-12-25,12/25,180,180
2020-12-24,12/24,7234,7234
2020-12-23,12/23,14225,14225
2020-12-22,12/22,9716,9716
2020-12-21,12/21,6270,6270
2020-12-20,12/20,1104,1104
2020-12-19,12/19,1685,1685
2020-12-18,12/18,5778,5778
2020-12-17,12/17,4489,4489
2020-12-16,12/16,4509,4509
2020-12-15,12/15,2034,2034
2020-12-14,12/14,77,77
