Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2020-12-14,12/14,77,77
2020-12-15,12/15,2111,2111
2020-12-16,12/16,6620,6620
2020-12-17,12/17,11109,11109
2020-12-18,12/18,16887,16887
2020-12-19,12/19,18572,18572
2020-12-20,12/20,19676,19676
2020-12-21,12/21,25946,25946
2020-12-22,12/22,35662,35662
2020-12-23,12/23,49887,49887
2020-12-24,12/24,57121,57121
2020-12-25,12/25,57301,57301
2020-12-26,12/26,61649,61649
2020-12-27,12/27,65486,65486
2020-12-28,12/28,76430,76430
2020-12-29,12/29,87101,87101
2020-12-30,12/30,99896,99896
2020-12-31,12/31,107130,107130
2021-01-01,1/1,107294,107294
2021-01-02,1/2,111099,111099
2021-01-03,1/3,114640,114640
2021-01-04,1/4,127603,127603
2021-01-05,1/5,143623,143623
2021-01-06,1/6,165126,165126
2021-01-07,1/7,186556,186556
2021-01-08,1/8,208344,208344
2021-01-09,1/9,217428,217428
2021-01-10,1/10,226203,226203
2021-01-11,1/11,259109,259109
2021-01-12,1/12,294732,294732
2021-01-13,1/13,335529,335529
2021-01-14,1/14,376234,376234
2021-01-15,1/15,408591,408591
2021-01-16,1/16,440875,440875
2021-01-17,1/17,466120,466120
2021-01-18,1/18,495188,495188
2021-01-19,1/19,538395,538395
2021-01-20,1/20,582232,582232
2021-01-21,1/21,615293,615293
2021-01-22,1/22,643779,643779
2021-01-23,1/23,662268,662268
2021-01-24,1/24,672608,672608
2021-01-25,1/25,696629,696629
2021-01-26,1/26,723488,723488
2021-01-27,1/27,755947,755947
2021-01-28,1/28,797768,797768
2021-01-29,1/29,840345,840345
2021-01-30,1/30,862277,862277
2021-01-31,1/31,877883,877883
2021-02-01,2/1,884206,884206
2021-02-02,2/2,896155,896155
2021-02-03,2/3,932728,932728
2021-02-04,2/4,978450,978450
2021-02-05,2/5,1024998,1024998
2021-02-06,2/6,1058656,1058656
2021-02-07,2/7,1078667,1078667
2021-02-08,2/8,1118284,1118284
2021-02-09,2/9,1162875,1162875
2021-02-10,2/10,1210726,1210726
2021-02-11,2/11,1271073,1271073
2021-02-12,2/12,1338862,1338862
2021-02-13,2/13,1391039,1391039
2021-02-14,2/14,1430490,1430490
2021-02-15,2/15,1452995,1452995
2021-02-16,2/16,1492939,1492939
2021-02-17,2/17,1530293,1530293
2021-02-18,2/18,1566284,1566284
2021-02-19,2/19,1602608,1602608
2021-02-20,2/20,1639537,1639537
2021-02-21,2/21,1663151,1663151
2021-02-22,2/22,1687310,1687310
2021-02-23,2/23,1725869,1725869
2021-02-24,2/24,1781447,1781447
2021-02-25,2/25,1864956,1864956
2021-02-26,2/26,1957996,1957996
2021-02-27,2/27,2031074,2031074
2021-02-28,2/28,2088925,2088925
2021-03-01,3/1,2139545,2139545
2021-03-02,3/2,2197738,2197738
2021-03-03,3/3,2260989,2260989
2021-03-04,3/4,2342895,2342895
2021-03-05,3/5,2429008,2429008
2021-03-06,3/6,2499166,2499166
2021-03-07,3/7,2555466,2555466
2021-03-08,3/8,2617142,2617142
2021-03-09,3/9,2675214,2675214
2021-03-10,3/10,2745363,2745363
2021-03-11,3/11,2829184,2829184
2021-03-12,3/12,2913267,2913267
2021-03-13,3/13,2984247,2984247
2021-03-14,3/14,3034027,3034027
2021-03-15,3/15,3087865,3087865
2021-03-16,3/16,3149813,3149813
2021-03-17,3/17,3219570,3219570
2021-03-18,3/18,3301008,3301008
2021-03-19,3/19,3381832,3381832
2021-03-20,3/20,3448713,3448713
2021-03-21,3/21,3496814,3496814
2021-03-22,3/22,3559534,3559534
2021-03-23,3/23,3632808,3632808
2021-03-24,3/24,3714326,3714326
2021-03-25,3/25,3810294,3810294
2021-03-26,3/26,3905247,3905247
2021-03-27,3/27,3986797,3986797
2021-03-28,3/28,4047068,4047068
2021-03-29,3/29,4121426,4121426
2021-03-30,3/30,4204700,4204700
2021-03-31,3/31,4303157,4303157
2021-04-01,4/1,4414888,4414888
2021-04-02,4/2,4521005,4521005
2021-04-03,4/3,4605632,4605632
2021-04-04,4/4,4657246,4657246
2021-04-05,4/5,4740348,4740348
2021-04-06,4/6,4835416,4835416
2021-04-07,4/7,4937092,4937092
2021-04-08,4/8,5049489,5049489
2021-04-09,4/9,5160127,5160127
2021-04-10,4/10,5251535,5251535
2021-04-11,4/11,5301962,5301962
2021-04-12,4/12,5367066,5367066
2021-04-13,4/13,5431746,5431746
2021-04-14,4/14,5501574,5501574
2021-04-15,4/15,5565347,5565347
2021-04-16,4/16,5610001,5610001
