Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
All ages (includes <18),All ages (includes <18),Other,Other,NYC,NYC,283248,0.1045402337879374,0.1045402337879374
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,NYC,NYC,4286,0.0015818626857563,0.0015818626857563
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,NYC,NYC,7977,0.0029441247420154,0.0029441247420154
All ages (includes <18),All ages (includes <18),Black,Black,NYC,NYC,361965,0.1335928434553845,0.1335928434553845
All ages (includes <18),All ages (includes <18),Latino,Latino,NYC,NYC,539108,0.1989721952386155,0.1989721952386155
All ages (includes <18),All ages (includes <18),Asian,Asian,NYC,NYC,559114,0.2063559434633566,0.2063559434633566
All ages (includes <18),All ages (includes <18),White,White,NYC,NYC,953766,0.3520127966269344,0.3520127966269344
All ages (includes <18),All ages (includes <18),Other,Other,Non- NYC,Non- NYC,58749,0.1087060704353313,0.1087060704353313
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,Non- NYC,Non- NYC,777,0.0014377200757162,0.0014377200757162
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,Non- NYC,Non- NYC,1325,0.0024517105538275,0.0024517105538275
All ages (includes <18),All ages (includes <18),Black,Black,Non- NYC,Non- NYC,41464,0.0767228123803056,0.0767228123803056
All ages (includes <18),All ages (includes <18),Latino,Latino,Non- NYC,Non- NYC,60242,0.1114686393839083,0.1114686393839083
All ages (includes <18),All ages (includes <18),Asian,Asian,Non- NYC,Non- NYC,69385,0.1283863673791122,0.1283863673791122
All ages (includes <18),All ages (includes <18),White,White,Non- NYC,Non- NYC,308497,0.570826679791799,0.570826679791799
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,204820,0.1033115482255906,0.1033115482255906
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,3347,0.0016882323596868,0.0016882323596868
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,5820,0.0029356176675761,0.0029356176675761
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,243995,0.1230714832990088,0.1230714832990088
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,407953,0.205772170848913,0.205772170848913
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,436797,0.2203211323615531,0.2203211323615531
18 to 64 years,18 to 64 years,White,White,NYC,NYC,679815,0.3428998152376716,0.3428998152376716
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,41739,0.105551579644798,0.105551579644798
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,637,0.0016108760687543,0.0016108760687543
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,974,0.0024630977880168,0.0024630977880168
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,32805,0.0829588531169314,0.0829588531169314
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,50386,0.1274185268449842,0.1274185268449842
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,56343,0.1424828733780602,0.1424828733780602
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,212553,0.5375141931584552,0.5375141931584552
65+ years,65+ years,Other,Other,NYC,NYC,77000,0.1074497567728233,0.1074497567728233
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,917,0.0012796289215673,0.0012796289215673
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,2066,0.0028830025648396,0.0028830025648396
65+ years,65+ years,Black,Black,NYC,NYC,116959,0.163210598732372,0.163210598732372
65+ years,65+ years,Latino,Latino,NYC,NYC,129252,0.1803648826285839,0.1803648826285839
65+ years,65+ years,Asian,Asian,NYC,NYC,119616,0.1669183130667277,0.1669183130667277
65+ years,65+ years,White,White,NYC,NYC,270804,0.3778938173130863,0.3778938173130863
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,16792,0.1177097353073127,0.1177097353073127
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,134,0.0009393225661732,0.0009393225661732
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,342,0.0023973755047106,0.0023973755047106
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,8557,0.0599834567070435,0.0599834567070435
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,9536,0.0668461193360251,0.0668461193360251
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,12698,0.0890113279497533,0.0890113279497533
65+ years,65+ years,White,White,Non- NYC,Non- NYC,94597,0.6631126626289816,0.6631126626289816
