Borough-value,Borough-alias,Demographic -value,Demographic -alias,AGG(Calculation1)-alias
STATEN ISLAND,Staten Island,M,Male,0.186835571173496
STATEN ISLAND,Staten Island,F,Female,0.2163020094975049
QUEENS,Queens,M,Male,0.1447982333412762
QUEENS,Queens,F,Female,0.1683221258410576
MANHATTAN,Manhattan,M,Male,0.2016436987599355
MANHATTAN,Manhattan,F,Female,0.2365540819588295
BROOKLYN,Brooklyn,M,Male,0.1207828082088477
BROOKLYN,Brooklyn,F,Female,0.1415010891834757
THE BRONX,Bronx,M,Male,0.1527045433494324
THE BRONX,Bronx,F,Female,0.1707935937082021
%all%,%all%,M,Male,0.1532258139143209
%all%,%all%,F,Female,0.1774942365940353
