Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2020-12-14,12/14,77,77
2020-12-15,12/15,2117,2117
2020-12-16,12/16,6631,6631
2020-12-17,12/17,11127,11127
2020-12-18,12/18,16913,16913
2020-12-19,12/19,18599,18599
2020-12-20,12/20,19703,19703
2020-12-21,12/21,25975,25975
2020-12-22,12/22,35730,35730
2020-12-23,12/23,49979,49979
2020-12-24,12/24,57218,57218
2020-12-25,12/25,57397,57397
2020-12-26,12/26,61746,61746
2020-12-27,12/27,65583,65583
2020-12-28,12/28,76563,76563
2020-12-29,12/29,87285,87285
2020-12-30,12/30,100100,100100
2020-12-31,12/31,107335,107335
2021-01-01,1/1,107500,107500
2021-01-02,1/2,111311,111311
2021-01-03,1/3,114856,114856
2021-01-04,1/4,127826,127826
2021-01-05,1/5,143865,143865
2021-01-06,1/6,165397,165397
2021-01-07,1/7,186907,186907
2021-01-08,1/8,208714,208714
2021-01-09,1/9,217802,217802
2021-01-10,1/10,226592,226592
2021-01-11,1/11,259511,259511
2021-01-12,1/12,295117,295117
2021-01-13,1/13,335791,335791
2021-01-14,1/14,376497,376497
2021-01-15,1/15,408871,408871
2021-01-16,1/16,441168,441168
2021-01-17,1/17,466451,466451
2021-01-18,1/18,495545,495545
2021-01-19,1/19,538851,538851
2021-01-20,1/20,582618,582618
2021-01-21,1/21,615684,615684
2021-01-22,1/22,644196,644196
2021-01-23,1/23,662692,662692
2021-01-24,1/24,673026,673026
2021-01-25,1/25,697354,697354
2021-01-26,1/26,724227,724227
2021-01-27,1/27,756676,756676
2021-01-28,1/28,798525,798525
2021-01-29,1/29,841110,841110
2021-01-30,1/30,863123,863123
2021-01-31,1/31,878734,878734
2021-02-01,2/1,885068,885068
2021-02-02,2/2,897057,897057
2021-02-03,2/3,933814,933814
2021-02-04,2/4,979560,979560
2021-02-05,2/5,1026271,1026271
2021-02-06,2/6,1060024,1060024
2021-02-07,2/7,1080106,1080106
2021-02-08,2/8,1119822,1119822
2021-02-09,2/9,1164327,1164327
