Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2021-02-10,2/10,1212325,1212325
2021-02-11,2/11,1272801,1272801
2021-02-12,2/12,1341130,1341130
2021-02-13,2/13,1393819,1393819
2021-02-14,2/14,1433437,1433437
2021-02-15,2/15,1456221,1456221
2021-02-16,2/16,1496283,1496283
2021-02-17,2/17,1533831,1533831
2021-02-18,2/18,1570099,1570099
2021-02-19,2/19,1606650,1606650
2021-02-20,2/20,1643644,1643644
2021-02-21,2/21,1667203,1667203
2021-02-22,2/22,1691455,1691455
2021-02-23,2/23,1730122,1730122
2021-02-24,2/24,1785746,1785746
2021-02-25,2/25,1869353,1869353
2021-02-26,2/26,1962797,1962797
2021-02-27,2/27,2036018,2036018
2021-02-28,2/28,2093943,2093943
2021-03-01,3/1,2144877,2144877
2021-03-02,3/2,2203311,2203311
2021-03-03,3/3,2266776,2266776
2021-03-04,3/4,2349168,2349168
2021-03-05,3/5,2436254,2436254
2021-03-06,3/6,2506880,2506880
2021-03-07,3/7,2563562,2563562
2021-03-08,3/8,2625768,2625768
2021-03-09,3/9,2684260,2684260
2021-03-10,3/10,2754822,2754822
2021-03-11,3/11,2839640,2839640
2021-03-12,3/12,2924419,2924419
2021-03-13,3/13,2996104,2996104
2021-03-14,3/14,3046683,3046683
2021-03-15,3/15,3100785,3100785
2021-03-16,3/16,3163089,3163089
2021-03-17,3/17,3233065,3233065
2021-03-18,3/18,3313955,3313955
2021-03-19,3/19,3395288,3395288
2021-03-20,3/20,3462865,3462865
2021-03-21,3/21,3511249,3511249
2021-03-22,3/22,3574170,3574170
2021-03-23,3/23,3647696,3647696
2021-03-24,3/24,3729609,3729609
2021-03-25,3/25,3826271,3826271
2021-03-26,3/26,3921779,3921779
2021-03-27,3/27,4003722,4003722
2021-03-28,3/28,4064140,4064140
2021-03-29,3/29,4138819,4138819
2021-03-30,3/30,4223094,4223094
2021-03-31,3/31,4322725,4322725
2021-04-01,4/1,4436515,4436515
2021-04-02,4/2,4543993,4543993
2021-04-03,4/3,4630394,4630394
2021-04-04,4/4,4682560,4682560
2021-04-05,4/5,4766791,4766791
2021-04-06,4/6,4864193,4864193
2021-04-07,4/7,4968903,4968903
2021-04-08,4/8,5084922,5084922
2021-04-09,4/9,5198516,5198516
2021-04-10,4/10,5292351,5292351
2021-04-11,4/11,5362176,5362176
2021-04-12,4/12,5448409,5448409
2021-04-13,4/13,5531853,5531853
2021-04-14,4/14,5618774,5618774
2021-04-15,4/15,5711203,5711203
2021-04-16,4/16,5801371,5801371
2021-04-17,4/17,5877725,5877725
2021-04-18,4/18,5924725,5924725
2021-04-19,4/19,5993704,5993704
2021-04-20,4/20,6066133,6066133
2021-04-21,4/21,6139584,6139584
2021-04-22,4/22,6217365,6217365
2021-04-23,4/23,6291752,6291752
2021-04-24,4/24,6358316,6358316
2021-04-25,4/25,6396733,6396733
2021-04-26,4/26,6448891,6448891
2021-04-27,4/27,6510410,6510410
2021-04-28,4/28,6577576,6577576
2021-04-29,4/29,6647275,6647275
2021-04-30,4/30,6715743,6715743
2021-05-01,5/1,6781929,6781929
2021-05-02,5/2,6831137,6831137
2021-05-03,5/3,6902563,6902563
2021-05-04,5/4,6978938,6978938
2021-05-05,5/5,7045962,7045962
2021-05-06,5/6,7114725,7114725
2021-05-07,5/7,7186600,7186600
2021-05-08,5/8,7243866,7243866
2021-05-09,5/9,7280354,7280354
2021-05-10,5/10,7332836,7332836
2021-05-11,5/11,7391450,7391450
2021-05-12,5/12,7445220,7445220
2021-05-13,5/13,7506657,7506657
2021-05-14,5/14,7575223,7575223
2021-05-15,5/15,7634598,7634598
2021-05-16,5/16,7659583,7659583
2021-05-17,5/17,7697270,7697270
2021-05-18,5/18,7735054,7735054
2021-05-19,5/19,7753184,7753184
