Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
All ages (includes <18),All ages (includes <18),Other,Other,NYC,NYC,365593,0.1028743462598437,0.1028743462598437
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,NYC,NYC,5520,0.0015532747928826,0.0015532747928826
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,NYC,NYC,10422,0.002932650342649,0.002932650342649
All ages (includes <18),All ages (includes <18),Black,Black,NYC,NYC,483872,0.1361569167720474,0.1361569167720474
All ages (includes <18),All ages (includes <18),Latino,Latino,NYC,NYC,788553,0.2218912133608646,0.2218912133608646
All ages (includes <18),All ages (includes <18),Asian,Asian,NYC,NYC,753453,0.2120144116887305,0.2120144116887305
All ages (includes <18),All ages (includes <18),White,White,NYC,NYC,1146369,0.3225771867829822,0.3225771867829822
All ages (includes <18),All ages (includes <18),Other,Other,Non- NYC,Non- NYC,69166,0.111733594388604,0.111733594388604
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,Non- NYC,Non- NYC,878,0.0014183572257062,0.0014183572257062
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,Non- NYC,Non- NYC,1536,0.0024813174244701,0.0024813174244701
All ages (includes <18),All ages (includes <18),Black,Black,Non- NYC,Non- NYC,49828,0.0804941957203736,0.0804941957203736
All ages (includes <18),All ages (includes <18),Latino,Latino,Non- NYC,Non- NYC,76512,0.1236006242064146,0.1236006242064146
All ages (includes <18),All ages (includes <18),Asian,Asian,Non- NYC,Non- NYC,81533,0.1317117536258574,0.1317117536258574
All ages (includes <18),All ages (includes <18),White,White,Non- NYC,Non- NYC,339573,0.5485601574085742,0.5485601574085742
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,270205,0.100221172387983,0.100221172387983
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,4402,0.0016327366290479,0.0016327366290479
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,7740,0.0028708272396254,0.0028708272396254
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,341599,0.1267017718641869,0.1267017718641869
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,626039,0.2322028183808609,0.2322028183808609
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,607384,0.2252835312807042,0.2252835312807042
18 to 64 years,18 to 64 years,White,White,NYC,NYC,838718,0.3110871422175917,0.3110871422175917
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,49316,0.1067681609359642,0.1067681609359642
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,727,0.001573940566965,0.001573940566965
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,1146,0.0024810672486133,0.0024810672486133
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,40039,0.0866836401110202,0.0866836401110202
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,65089,0.1409163927966781,0.1409163927966781
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,67215,0.1455191405894808,0.1455191405894808
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,238366,0.5160576577512784,0.5160576577512784
65+ years,65+ years,Other,Other,NYC,NYC,88695,0.1095228510639874,0.1095228510639874
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,1022,0.0012619916995027,0.0012619916995027
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,2308,0.0028499773409514,0.0028499773409514
65+ years,65+ years,Black,Black,NYC,NYC,136959,0.169120470814281,0.169120470814281
65+ years,65+ years,Latino,Latino,NYC,NYC,152155,0.1878848796847738,0.1878848796847738
65+ years,65+ years,Asian,Asian,NYC,NYC,134116,0.1656098618106741,0.1656098618106741
65+ years,65+ years,White,White,NYC,NYC,294576,0.3637499675858296,0.3637499675858296
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,19293,0.1282489330869351,0.1282489330869351
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,139,0.0009239932462076,0.0009239932462076
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,374,0.0024861401013069,0.0024861401013069
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,9363,0.0622399191672095,0.0622399191672095
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,10337,0.068714519324089,0.068714519324089
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,13177,0.087593230253799,0.087593230253799
65+ years,65+ years,White,White,Non- NYC,Non- NYC,97751,0.649793264820453,0.649793264820453
