Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.2114201719476473
Latino,Latino,STATEN ISLAND,Staten Island,0.1051354949344525
Black,Black,STATEN ISLAND,Staten Island,0.1071596428011907
Asian,Asian,STATEN ISLAND,Staten Island,0.2324938755512004
White,White,QUEENS,Queens,0.1978469930556663
Latino,Latino,QUEENS,Queens,0.1161607050282384
Black,Black,QUEENS,Queens,0.1115981536693021
Asian,Asian,QUEENS,Queens,0.2354317031447221
White,White,MANHATTAN,Manhattan,0.2876039171866075
Latino,Latino,MANHATTAN,Manhattan,0.1581332683077567
Black,Black,MANHATTAN,Manhattan,0.1512705855379326
Asian,Asian,MANHATTAN,Manhattan,0.2290426840450302
White,White,BROOKLYN,Brooklyn,0.1663628212156368
Latino,Latino,BROOKLYN,Brooklyn,0.1043832789928858
Black,Black,BROOKLYN,Brooklyn,0.1055643640895789
Asian,Asian,BROOKLYN,Brooklyn,0.2008261846629286
White,White,THE BRONX,Bronx,0.2169528505388856
Latino,Latino,THE BRONX,Bronx,0.1028118573612265
Black,Black,THE BRONX,Bronx,0.1131837432912855
Asian,Asian,THE BRONX,Bronx,0.2052219667215435
White,White,%all%,%all%,0.2147345837546645
Latino,Latino,%all%,%all%,0.116036128223008
Black,Black,%all%,%all%,0.1136770421196069
Asian,Asian,%all%,%all%,0.2238641117761872
