Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,74021,48666,0.2103747892620931
STATEN ISLAND,Staten Island,F,Female,87772,59683,0.2437901582023831
QUEENS,Queens,M,Male,344569,214634,0.1943859531101173
QUEENS,Queens,F,Female,406000,259267,0.2227061950825578
MANHATTAN,Manhattan,M,Male,315358,197195,0.2582405475589008
MANHATTAN,Manhattan,F,Female,376961,247866,0.2923601707154172
BROOKLYN,Brooklyn,M,Male,315576,186576,0.1539159573467613
BROOKLYN,Brooklyn,F,Female,393639,243189,0.1804462239251945
THE BRONX,Bronx,M,Male,164964,107470,0.1610897354728534
THE BRONX,Bronx,F,Female,210907,140019,0.1857319132715057
%all%,%all%,M,Male,1214488,754541,0.1896574284715522
%all%,%all%,F,Female,1475279,950024,0.2179766332989322
