Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.2798878141371887
Latino,Latino,STATEN ISLAND,Staten Island,0.1681825855022886
Black,Black,STATEN ISLAND,Staten Island,0.1574655177817446
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.3320709559510749
White,White,QUEENS,Queens,0.2614758345502659
Latino,Latino,QUEENS,Queens,0.1804238112205368
Black,Black,QUEENS,Queens,0.1544176932144052
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.329822863882418
White,White,MANHATTAN,Manhattan,0.3574486792018921
Latino,Latino,MANHATTAN,Manhattan,0.2205448211910214
Black,Black,MANHATTAN,Manhattan,0.2008633452892671
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.2997797785177173
White,White,BROOKLYN,Brooklyn,0.2418011915481341
Latino,Latino,BROOKLYN,Brooklyn,0.1621014463125088
Black,Black,BROOKLYN,Brooklyn,0.1509081974496278
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.2956751473500344
White,White,THE BRONX,Bronx,0.2795183906819401
Latino,Latino,THE BRONX,Bronx,0.160736043693824
Black,Black,THE BRONX,Bronx,0.1637882558962813
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.291983692330769
White,White,%all%,%all%,0.2871880721924292
Latino,Latino,%all%,%all%,0.1772695754545215
Black,Black,%all%,%all%,0.1604128210291204
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.3142863540615652
