Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,78888,53179,0.2980212015787918
STATEN ISLAND,Staten Island,F,Female,92906,64682,0.3321663480132387
QUEENS,Queens,M,Male,380270,243441,0.2785248518306372
QUEENS,Queens,F,Female,444386,291813,0.3087568564481663
MANHATTAN,Manhattan,M,Male,345509,220995,0.3406717469818278
MANHATTAN,Manhattan,F,Female,409167,274129,0.3729394230084828
BROOKLYN,Brooklyn,M,Male,349926,212664,0.2316405303091984
BROOKLYN,Brooklyn,F,Female,431103,274641,0.2574529018896504
THE BRONX,Bronx,M,Male,178925,120538,0.2464247974597212
THE BRONX,Bronx,F,Female,226661,156196,0.2680890790063847
%all%,%all%,M,Male,1333518,850817,0.2737149105523145
%all%,%all%,F,Female,1604223,1061461,0.3011844305478638
