Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
All ages (includes <18),All ages (includes <18),Other,Other,NYC,NYC,323482,0.1068998347339037,0.1068998347339037
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,NYC,NYC,4719,0.0015594695225988,0.0015594695225988
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,NYC,NYC,8920,0.0029477576057599,0.0029477576057599
All ages (includes <18),All ages (includes <18),Black,Black,NYC,NYC,402089,0.1328767834016131,0.1328767834016131
All ages (includes <18),All ages (includes <18),Latino,Latino,NYC,NYC,619673,0.2047809191517993,0.2047809191517993
All ages (includes <18),All ages (includes <18),Asian,Asian,NYC,NYC,635823,0.2101179466555013,0.2101179466555013
All ages (includes <18),All ages (includes <18),White,White,NYC,NYC,1031323,0.3408172889288239,0.3408172889288239
All ages (includes <18),All ages (includes <18),Other,Other,Non- NYC,Non- NYC,61641,0.1092340626118639,0.1092340626118639
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,Non- NYC,Non- NYC,802,0.0014212248051575,0.0014212248051575
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,Non- NYC,Non- NYC,1384,0.0024525874443117,0.0024525874443117
All ages (includes <18),All ages (includes <18),Black,Black,Non- NYC,Non- NYC,43786,0.0775932036391861,0.0775932036391861
All ages (includes <18),All ages (includes <18),Latino,Latino,Non- NYC,Non- NYC,65303,0.1157234955750644,0.1157234955750644
All ages (includes <18),All ages (includes <18),Asian,Asian,Non- NYC,Non- NYC,73487,0.1302263681503876,0.1302263681503876
All ages (includes <18),All ages (includes <18),White,White,Non- NYC,Non- NYC,317899,0.5633490577740288,0.5633490577740288
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,238154,0.1054590235583929,0.1054590235583929
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,3721,0.0016477280526919,0.0016477280526919
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,6618,0.0029305735696627,0.0029305735696627
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,276787,0.1225664349692086,0.1225664349692086
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,479287,0.2122372037598843,0.2122372037598843
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,506144,0.2241299832038901,0.2241299832038901
18 to 64 years,18 to 64 years,White,White,NYC,NYC,747550,0.3310290528862696,0.3310290528862696
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,44288,0.1062452170700521,0.1062452170700521
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,658,0.0015785168179212,0.0015785168179212
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,1028,0.0024661326577857,0.0024661326577857
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,34853,0.0836110131535072,0.0836110131535072
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,55041,0.1320412525458981,0.1320412525458981
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,60137,0.1442663615187347,0.1442663615187347
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,220842,0.5297915062361012,0.5297915062361012
65+ years,65+ years,Other,Other,NYC,NYC,82879,0.1105138797400332,0.1105138797400332
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,962,0.0012827658672271,0.0012827658672271
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,2142,0.0028562208810815,0.0028562208810815
65+ years,65+ years,Black,Black,NYC,NYC,123423,0.1645767272669087,0.1645767272669087
65+ years,65+ years,Latino,Latino,NYC,NYC,136787,0.182396772017036,0.182396772017036
65+ years,65+ years,Asian,Asian,NYC,NYC,124647,0.1662088534846695,0.1662088534846695
65+ years,65+ years,White,White,NYC,NYC,279102,0.3721647807430442,0.3721647807430442
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,17060,0.1181628652763252,0.1181628652763252
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,137,0.0009489046039189,0.0009489046039189
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,346,0.0023965035982186,0.0023965035982186
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,8776,0.0607853051386301,0.0607853051386301
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,9796,0.0678501423356906,0.0678501423356906
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,12848,0.0889892434390519,0.0889892434390519
65+ years,65+ years,White,White,Non- NYC,Non- NYC,95414,0.6608670356081648,0.6608670356081648
