Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2020-12-14,12/14,77,77
2020-12-15,12/15,2116,2116
2020-12-16,12/16,6625,6625
2020-12-17,12/17,11118,11118
2020-12-18,12/18,16904,16904
2020-12-19,12/19,18589,18589
2020-12-20,12/20,19693,19693
2020-12-21,12/21,25965,25965
2020-12-22,12/22,35682,35682
2020-12-23,12/23,49909,49909
2020-12-24,12/24,57145,57145
2020-12-25,12/25,57324,57324
2020-12-26,12/26,61672,61672
2020-12-27,12/27,65509,65509
2020-12-28,12/28,76454,76454
2020-12-29,12/29,87127,87127
2020-12-30,12/30,99922,99922
2020-12-31,12/31,107155,107155
2021-01-01,1/1,107319,107319
2021-01-02,1/2,111124,111124
2021-01-03,1/3,114666,114666
2021-01-04,1/4,127629,127629
2021-01-05,1/5,143649,143649
2021-01-06,1/6,165149,165149
2021-01-07,1/7,186585,186585
2021-01-08,1/8,208384,208384
2021-01-09,1/9,217472,217472
2021-01-10,1/10,226249,226249
2021-01-11,1/11,259153,259153
2021-01-12,1/12,294774,294774
2021-01-13,1/13,335571,335571
2021-01-14,1/14,376285,376285
2021-01-15,1/15,408643,408643
2021-01-16,1/16,440933,440933
2021-01-17,1/17,466219,466219
2021-01-18,1/18,495297,495297
2021-01-19,1/19,538510,538510
2021-01-20,1/20,582353,582353
2021-01-21,1/21,615413,615413
2021-01-22,1/22,643908,643908
2021-01-23,1/23,662400,662400
2021-01-24,1/24,672740,672740
2021-01-25,1/25,696755,696755
2021-01-26,1/26,723613,723613
2021-01-27,1/27,756073,756073
2021-01-28,1/28,797898,797898
2021-01-29,1/29,840480,840480
2021-01-30,1/30,862415,862415
2021-01-31,1/31,878025,878025
2021-02-01,2/1,884350,884350
2021-02-02,2/2,896301,896301
2021-02-03,2/3,932881,932881
2021-02-04,2/4,978696,978696
2021-02-05,2/5,1025264,1025264
2021-02-06,2/6,1058925,1058925
2021-02-07,2/7,1078935,1078935
2021-02-08,2/8,1118553,1118553
2021-02-09,2/9,1163156,1163156
2021-02-10,2/10,1211006,1211006
2021-02-11,2/11,1271370,1271370
2021-02-12,2/12,1339180,1339180
2021-02-13,2/13,1391357,1391357
2021-02-14,2/14,1430799,1430799
2021-02-15,2/15,1453334,1453334
2021-02-16,2/16,1493306,1493306
2021-02-17,2/17,1530712,1530712
2021-02-18,2/18,1566698,1566698
2021-02-19,2/19,1603047,1603047
2021-02-20,2/20,1639985,1639985
2021-02-21,2/21,1663583,1663583
2021-02-22,2/22,1687750,1687750
2021-02-23,2/23,1726322,1726322
2021-02-24,2/24,1781906,1781906
2021-02-25,2/25,1865434,1865434
2021-02-26,2/26,1958520,1958520
2021-02-27,2/27,2031676,2031676
2021-02-28,2/28,2089534,2089534
2021-03-01,3/1,2140168,2140168
2021-03-02,3/2,2198363,2198363
2021-03-03,3/3,2261635,2261635
2021-03-04,3/4,2343553,2343553
2021-03-05,3/5,2429711,2429711
2021-03-06,3/6,2499885,2499885
2021-03-07,3/7,2556190,2556190
2021-03-08,3/8,2617872,2617872
2021-03-09,3/9,2675949,2675949
2021-03-10,3/10,2746109,2746109
2021-03-11,3/11,2829941,2829941
2021-03-12,3/12,2914042,2914042
2021-03-13,3/13,2985070,2985070
2021-03-14,3/14,3034876,3034876
2021-03-15,3/15,3088748,3088748
2021-03-16,3/16,3150721,3150721
2021-03-17,3/17,3220503,3220503
2021-03-18,3/18,3301102,3301102
2021-03-19,3/19,3382022,3382022
2021-03-20,3/20,3449008,3449008
2021-03-21,3/21,3497116,3497116
2021-03-22,3/22,3559923,3559923
2021-03-23,3/23,3633263,3633263
2021-03-24,3/24,3714884,3714884
2021-03-25,3/25,3810920,3810920
2021-03-26,3/26,3906036,3906036
2021-03-27,3/27,3987658,3987658
2021-03-28,3/28,4047950,4047950
2021-03-29,3/29,4122334,4122334
2021-03-30,3/30,4206309,4206309
2021-03-31,3/31,4305634,4305634
2021-04-01,4/1,4418584,4418584
2021-04-02,4/2,4525127,4525127
2021-04-03,4/3,4610149,4610149
2021-04-04,4/4,4661953,4661953
2021-04-05,4/5,4745505,4745505
2021-04-06,4/6,4842191,4842191
2021-04-07,4/7,4945476,4945476
2021-04-08,4/8,5060618,5060618
2021-04-09,4/9,5173327,5173327
2021-04-10,4/10,5266408,5266408
2021-04-11,4/11,5329056,5329056
2021-04-12,4/12,5406648,5406648
2021-04-13,4/13,5481875,5481875
2021-04-14,4/14,5562145,5562145
2021-04-15,4/15,5648407,5648407
2021-04-16,4/16,5732471,5732471
2021-04-17,4/17,5797891,5797891
2021-04-18,4/18,5833246,5833246
2021-04-19,4/19,5877175,5877175
2021-04-20,4/20,5927049,5927049
2021-04-21,4/21,5981054,5981054
2021-04-22,4/22,6039262,6039262
2021-04-23,4/23,6097942,6097942
2021-04-24,4/24,6149984,6149984
2021-04-25,4/25,6174393,6174393
