Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.409019640264723
Latino,Latino,STATEN ISLAND,Staten Island,0.3299965629881322
Black,Black,STATEN ISLAND,Staten Island,0.2842358287506742
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.6597741625366386
White,White,QUEENS,Queens,0.4191580045433241
Latino,Latino,QUEENS,Queens,0.3824662553174803
Black,Black,QUEENS,Queens,0.2682572816296653
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.635777606957912
White,White,MANHATTAN,Manhattan,0.5720892974877484
Latino,Latino,MANHATTAN,Manhattan,0.3943131984200751
Black,Black,MANHATTAN,Manhattan,0.3487570053401152
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.6452350821586056
White,White,BROOKLYN,Brooklyn,0.4224707581489603
Latino,Latino,BROOKLYN,Brooklyn,0.3312246684974195
Black,Black,BROOKLYN,Brooklyn,0.2701251111221063
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.6454596022067506
White,White,THE BRONX,Bronx,0.4183767526155027
Latino,Latino,THE BRONX,Bronx,0.2915138169342893
Black,Black,THE BRONX,Bronx,0.2731864613575517
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.5027578532696082
White,White,%all%,%all%,0.465952045850437
Latino,Latino,%all%,%all%,0.3432912845585832
Black,Black,%all%,%all%,0.2797352359747137
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.6348627392719186
