Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2020-12-14,12/14,76,76
2020-12-15,12/15,2110,2110
2020-12-16,12/16,6619,6619
2020-12-17,12/17,11107,11107
2020-12-18,12/18,16881,16881
2020-12-19,12/19,18566,18566
2020-12-20,12/20,19665,19665
2020-12-21,12/21,25934,25934
2020-12-22,12/22,35648,35648
2020-12-23,12/23,49867,49867
2020-12-24,12/24,57101,57101
2020-12-25,12/25,57280,57280
2020-12-26,12/26,61628,61628
2020-12-27,12/27,65460,65460
2020-12-28,12/28,76406,76406
2020-12-29,12/29,87080,87080
2020-12-30,12/30,99878,99878
2020-12-31,12/31,107105,107105
2021-01-01,1/1,107267,107267
2021-01-02,1/2,111068,111068
2021-01-03,1/3,114606,114606
2021-01-04,1/4,127558,127558
2021-01-05,1/5,143523,143523
2021-01-06,1/6,164926,164926
2021-01-07,1/7,186339,186339
2021-01-08,1/8,208129,208129
2021-01-09,1/9,217213,217213
2021-01-10,1/10,225985,225985
2021-01-11,1/11,258891,258891
2021-01-12,1/12,294511,294511
2021-01-13,1/13,335257,335257
2021-01-14,1/14,375972,375972
2021-01-15,1/15,408274,408274
2021-01-16,1/16,440564,440564
2021-01-17,1/17,465798,465798
2021-01-18,1/18,494861,494861
2021-01-19,1/19,538059,538059
2021-01-20,1/20,582295,582295
2021-01-21,1/21,615352,615352
2021-01-22,1/22,643823,643823
2021-01-23,1/23,662310,662310
2021-01-24,1/24,672649,672649
2021-01-25,1/25,696668,696668
2021-01-26,1/26,723526,723526
2021-01-27,1/27,755979,755979
2021-01-28,1/28,797800,797800
2021-01-29,1/29,840357,840357
2021-01-30,1/30,862269,862269
2021-01-31,1/31,877851,877851
2021-02-01,2/1,884149,884149
2021-02-02,2/2,895965,895965
2021-02-03,2/3,932278,932278
2021-02-04,2/4,977711,977711
2021-02-05,2/5,1023998,1023998
2021-02-06,2/6,1057408,1057408
2021-02-07,2/7,1077348,1077348
2021-02-08,2/8,1116899,1116899
2021-02-09,2/9,1161367,1161367
2021-02-10,2/10,1208793,1208793
2021-02-11,2/11,1268661,1268661
2021-02-12,2/12,1335609,1335609
2021-02-13,2/13,1387424,1387424
2021-02-14,2/14,1426602,1426602
2021-02-15,2/15,1449104,1449104
2021-02-16,2/16,1489001,1489001
2021-02-17,2/17,1526317,1526317
2021-02-18,2/18,1561980,1561980
2021-02-19,2/19,1597978,1597978
2021-02-20,2/20,1633955,1633955
2021-02-21,2/21,1657272,1657272
2021-02-22,2/22,1681251,1681251
2021-02-23,2/23,1719712,1719712
2021-02-24,2/24,1774261,1774261
2021-02-25,2/25,1857091,1857091
2021-02-26,2/26,1949196,1949196
2021-02-27,2/27,2021667,2021667
2021-02-28,2/28,2079030,2079030
2021-03-01,3/1,2129570,2129570
2021-03-02,3/2,2187746,2187746
2021-03-03,3/3,2250966,2250966
2021-03-04,3/4,2332332,2332332
2021-03-05,3/5,2417643,2417643
2021-03-06,3/6,2487274,2487274
2021-03-07,3/7,2543270,2543270
2021-03-08,3/8,2604907,2604907
2021-03-09,3/9,2662815,2662815
2021-03-10,3/10,2732802,2732802
2021-03-11,3/11,2815631,2815631
2021-03-12,3/12,2898268,2898268
2021-03-13,3/13,2967596,2967596
2021-03-14,3/14,3016677,3016677
2021-03-15,3/15,3070336,3070336
2021-03-16,3/16,3132084,3132084
2021-03-17,3/17,3201788,3201788
2021-03-18,3/18,3282376,3282376
2021-03-19,3/19,3361439,3361439
2021-03-20,3/20,3427001,3427001
2021-03-21,3/21,3474840,3474840
2021-03-22,3/22,3535663,3535663
2021-03-23,3/23,3606143,3606143
2021-03-24,3/24,3686135,3686135
2021-03-25,3/25,3779935,3779935
2021-03-26,3/26,3871338,3871338
2021-03-27,3/27,3949249,3949249
2021-03-28,3/28,4007533,4007533
2021-03-29,3/29,4079320,4079320
2021-03-30,3/30,4159770,4159770
2021-03-31,3/31,4254226,4254226
2021-04-01,4/1,4362246,4362246
2021-04-02,4/2,4462638,4462638
2021-04-03,4/3,4535611,4535611
2021-04-04,4/4,4568876,4568876
2021-04-05,4/5,4601756,4601756
