Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.2642734524535499
Latino,Latino,STATEN ISLAND,Staten Island,0.1526658995013426
Black,Black,STATEN ISLAND,Staten Island,0.1459680848682885
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.3491607558082733
White,White,QUEENS,Queens,0.2672539662875909
Latino,Latino,QUEENS,Queens,0.1794698167713244
Black,Black,QUEENS,Queens,0.1522253315027071
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.3388855195685755
White,White,MANHATTAN,Manhattan,0.3840368650824553
Latino,Latino,MANHATTAN,Manhattan,0.2218014189413648
Black,Black,MANHATTAN,Manhattan,0.2061880261952104
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.3559978388859138
White,White,BROOKLYN,Brooklyn,0.2310840270783666
Latino,Latino,BROOKLYN,Brooklyn,0.1551938372350257
Black,Black,BROOKLYN,Brooklyn,0.1458180498694496
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.3083287748308145
White,White,THE BRONX,Bronx,0.2827880044496664
Latino,Latino,THE BRONX,Bronx,0.1479931817148596
Black,Black,THE BRONX,Bronx,0.1547522771753393
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.282159778070332
White,White,%all%,%all%,0.2882807303271916
Latino,Latino,%all%,%all%,0.1703122227769549
Black,Black,%all%,%all%,0.1558809933795146
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.3315378367468033
