Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,83470,57547,0.3608265248778801
STATEN ISLAND,Staten Island,F,Female,97701,69588,0.3990841989600226
QUEENS,Queens,M,Male,418495,266883,0.3790152047057713
QUEENS,Queens,F,Female,484994,318688,0.4166020680528954
MANHATTAN,Manhattan,M,Male,371147,239060,0.486042772407228
MANHATTAN,Manhattan,F,Female,436226,294062,0.5145324805762128
BROOKLYN,Brooklyn,M,Male,382845,231439,0.3158281595190209
BROOKLYN,Brooklyn,F,Female,466618,297305,0.3462305289940188
THE BRONX,Bronx,M,Male,190536,132309,0.2855996449060723
THE BRONX,Bronx,F,Female,239624,170577,0.3178556052090879
%all%,%all%,M,Male,1446493,927238,0.363582817477249
%all%,%all%,F,Female,1725163,1150220,0.3958270766126812
