Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3559005429256965
Latino,Latino,STATEN ISLAND,Staten Island,0.2479746667964877
Black,Black,STATEN ISLAND,Staten Island,0.221952247128551
Asian,Asian,STATEN ISLAND,Staten Island,0.4942746340020724
White,White,QUEENS,Queens,0.3290416149763971
Latino,Latino,QUEENS,Queens,0.2525322919317091
Black,Black,QUEENS,Queens,0.1980126787357537
Asian,Asian,QUEENS,Queens,0.4509192512493476
White,White,MANHATTAN,Manhattan,0.4607075218091596
Latino,Latino,MANHATTAN,Manhattan,0.2950243494344655
Black,Black,MANHATTAN,Manhattan,0.2748041886866127
Asian,Asian,MANHATTAN,Manhattan,0.449723070702646
White,White,BROOKLYN,Brooklyn,0.3254083842081123
Latino,Latino,BROOKLYN,Brooklyn,0.2254939392496366
Black,Black,BROOKLYN,Brooklyn,0.2024309280367029
Asian,Asian,BROOKLYN,Brooklyn,0.4330141155613648
White,White,THE BRONX,Bronx,0.3418987824093171
Latino,Latino,THE BRONX,Bronx,0.2140080177872335
Black,Black,THE BRONX,Bronx,0.2158320317604308
Asian,Asian,THE BRONX,Bronx,0.3852068813058508
White,White,%all%,%all%,0.3715599934043907
Latino,Latino,%all%,%all%,0.2422595016121473
Black,Black,%all%,%all%,0.2131231848248341
Asian,Asian,%all%,%all%,0.4450143683144641
